iteration,total_iterations,elapsed_seconds,loss,pg_loss,vf_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,reward,episodes,wins,losses,draws,win_pct,loss_pct,draw_pct,episode_length,cities,lr,sps,eval_wins,eval_losses,eval_draws,eval_win_pct
54,2000,1032,1.5738,-0.0169,3.0702,5.689,0.0096,0.13,3.13,0.85,0.0,420.0,183,188,49,44,45,12,624.0,0.3,0.0001,32105.0,,,,
55,2000,1049,1.5314,-0.0152,2.9837,5.782,0.0096,0.14,4.47,0.87,0.0,349.0,123,174,52,35,50,15,751.0,0.3,0.0001,32097.0,,,,
56,2000,1065,1.526,-0.0168,2.9757,5.748,0.0075,0.09,6.33,0.85,0.0,351.0,124,167,60,35,48,17,747.0,0.3,0.0001,32101.0,,,,
57,2000,1081,1.4886,-0.0108,2.8882,5.748,0.009,0.12,4.92,0.86,0.0,315.0,110,125,80,35,40,25,832.0,0.32,0.0001,32085.0,,,,
58,2000,1098,1.514,-0.0045,2.9272,5.757,0.0089,0.11,4.14,0.86,0.0,358.0,121,140,97,34,39,27,732.0,0.3,0.0001,32089.0,,,,
59,2000,1114,1.5335,-0.0039,2.9639,5.732,0.0094,0.13,4.49,0.84,0.0,394.0,159,136,99,40,35,25,665.0,0.27,0.0001,32089.0,,,,
60,2000,1131,1.522,-0.0055,2.9439,5.69,0.0086,0.12,4.26,0.85,0.0,376.0,157,135,84,42,36,22,697.0,0.29,0.0001,32108.0,,,,
61,2000,1148,1.5185,0.0048,2.9177,5.637,0.0101,0.14,3.67,0.88,0.0,306.0,123,115,68,40,38,22,857.0,0.34,0.0001,30961.0,,,,
62,2000,1164,1.4483,0.0065,2.7782,5.793,0.0089,0.12,5.45,0.93,0.0,234.0,79,82,73,34,35,31,1120.0,0.44,0.0001,32096.0,,,,
63,2000,1180,1.4792,0.0001,2.8542,5.818,0.0064,0.07,10.24,0.92,0.0,269.0,93,105,71,35,39,26,975.0,0.54,0.0001,32104.0,,,,
64,2000,1197,1.5068,0.0039,2.9019,5.739,0.0097,0.14,6.74,0.91,0.0,332.0,97,138,97,29,42,29,790.0,0.57,0.0001,32091.0,,,,
65,2000,1213,1.5409,-0.0069,2.9922,5.637,0.0076,0.09,7.58,0.91,0.0,373.0,96,163,114,26,44,31,703.0,0.5,0.0001,32091.0,,,,
