iteration,total_iterations,elapsed_seconds,loss,pg_loss,vf_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,reward,episodes,wins,losses,draws,win_pct,loss_pct,draw_pct,episode_length,cities,lr,sps,eval_wins,eval_losses,eval_draws,eval_win_pct
2017,8000,502,1.7202,-0.0072,3.3771,4.858,0.0118,0.08,5.7,0.94,0.0,720.0,287,432,1,40,60,0,364.0,0.03,0.0001,31715.0,,,,
2018,8000,518,1.6692,0.0122,3.2369,4.927,0.0146,0.08,6.94,0.95,0.0,599.0,239,358,2,40,60,0,438.0,0.05,0.0001,31710.0,,,,
2019,8000,535,1.6584,0.024,3.1932,5.084,0.0125,0.07,6.18,0.94,0.0,573.0,254,315,4,44,55,1,457.0,0.05,0.0001,31721.0,,,,
2020,8000,552,1.7267,0.0489,3.2807,5.165,0.0171,0.08,4.77,0.92,0.0,754.0,371,383,0,49,51,0,348.0,0.09,0.0001,31714.0,,,,
2021,8000,569,1.8156,-0.01,3.5757,5.057,0.0172,0.08,4.6,0.84,0.0,1034.0,579,452,3,56,44,0,254.0,0.07,0.0001,30602.0,,,,
2022,8000,585,1.8511,0.0134,3.5991,5.031,0.0163,0.09,3.43,0.87,0.0,1143.0,648,495,0,57,43,0,229.0,0.06,0.0001,31696.0,,,,
2023,8000,602,1.9369,0.068,3.6606,4.94,0.0191,0.1,6.28,0.88,0.0,1197.0,672,524,1,56,44,0,219.0,0.02,0.0001,31719.0,,,,
2024,8000,619,1.8872,0.0442,3.6071,4.809,0.0156,0.08,8.22,0.9,0.0,1028.0,547,481,0,53,47,0,255.0,0.01,0.0001,31707.0,,,,
2025,8000,635,1.8282,0.0178,3.5424,4.782,0.0134,0.09,7.87,0.9,0.0,865.0,439,426,0,51,49,0,303.0,0.01,0.0001,31776.0,,,,
2026,8000,652,1.767,-0.0115,3.4795,4.85,0.0138,0.09,5.63,0.89,0.0,861.0,402,459,0,47,53,0,304.0,0.01,0.0001,31706.0,,,,
2027,8000,668,1.725,0.0143,3.3467,5.135,0.013,0.07,5.58,0.89,0.0,809.0,422,387,0,52,48,0,324.0,0.02,0.0001,31703.0,,,,
2028,8000,685,1.7614,0.0262,3.3976,5.339,0.0133,0.09,5.99,0.88,0.0,657.0,302,354,1,46,54,0,399.0,0.03,0.0001,31760.0,,,,
2029,8000,702,1.6538,0.0041,3.2277,5.487,0.0108,0.08,4.18,0.89,0.0,524.0,277,247,0,53,47,0,500.0,0.05,0.0001,31726.0,,,,
2030,8000,718,1.6511,-0.0012,3.2332,5.542,0.0088,0.07,5.58,0.9,0.0,527.0,232,295,0,44,56,0,497.0,0.05,0.0001,31784.0,,,,
2031,8000,735,1.627,-0.0014,3.1845,5.442,0.0105,0.08,4.07,0.89,0.0,496.0,254,242,0,51,49,0,529.0,0.05,0.0001,31736.0,,,,
2032,8000,751,1.6113,0.0021,3.1456,5.406,0.0081,0.07,4.27,0.89,0.0,450.0,205,243,2,46,54,0,583.0,0.05,0.0001,31707.0,,,,
2033,8000,768,1.5988,0.0056,3.1125,5.317,0.0189,0.07,5.0,0.91,0.0,454.0,219,233,2,48,51,0,577.0,0.04,0.0001,31790.0,,,,
2034,8000,784,1.6754,-0.0006,3.2777,5.205,0.0084,0.07,5.48,0.87,0.0,622.0,287,331,4,46,53,1,421.0,0.03,0.0001,31717.0,,,,
2035,8000,801,1.7157,-0.001,3.358,5.102,0.0092,0.08,4.02,0.85,0.0,635.0,308,324,3,49,51,0,413.0,0.04,0.0001,31716.0,,,,
2036,8000,818,1.7469,-0.0041,3.4253,4.982,0.0104,0.08,4.94,0.86,0.0,718.0,358,359,1,50,50,0,365.0,0.02,0.0001,31734.0,,,,
2037,8000,834,1.7275,0.0212,3.3365,5.059,0.0105,0.08,4.32,0.88,0.0,591.0,300,290,1,51,49,0,444.0,0.02,0.0001,31729.0,,,,
2038,8000,851,1.7075,0.0349,3.2698,5.119,0.0116,0.09,3.84,0.88,0.0,570.0,318,252,0,56,44,0,460.0,0.04,0.0001,31776.0,,,,
2039,8000,867,1.6783,0.0263,3.2283,5.084,0.013,0.09,3.49,0.88,0.0,554.0,319,232,3,58,42,1,473.0,0.04,0.0001,31718.0,,,,
2040,8000,884,1.6381,0.0224,3.1567,5.197,0.0165,0.08,3.99,0.87,0.0,540.0,344,192,4,64,36,1,485.0,0.06,0.0001,31723.0,,,,
2041,8000,901,1.7271,0.0519,3.275,5.129,0.0136,0.09,3.11,0.85,0.0,630.0,291,336,3,46,53,0,416.0,0.05,0.0001,30577.0,,,,
2042,8000,918,1.7041,0.0457,3.2424,5.216,0.011,0.07,5.29,0.89,0.0,571.0,216,351,4,38,61,1,459.0,0.05,0.0001,31747.0,,,,
2043,8000,934,1.6361,0.0484,3.1006,5.212,0.0087,0.07,6.11,0.91,0.0,451.0,152,298,1,34,66,0,581.0,0.09,0.0001,31737.0,,,,
2044,8000,951,1.5404,0.0271,2.9526,5.334,0.0086,0.07,6.82,0.94,0.0,280.0,101,177,2,36,63,1,936.0,0.18,0.0001,31757.0,,,,
2045,8000,967,1.5357,0.024,2.9477,5.186,0.0099,0.07,5.77,0.94,0.0,303.0,128,168,7,42,55,2,865.0,0.24,0.0001,31745.0,,,,
2046,8000,984,1.5508,0.0198,2.9869,5.187,0.0074,0.06,8.61,0.95,0.0,330.0,194,124,12,59,38,4,794.0,0.25,0.0001,31792.0,,,,
2047,8000,1001,1.5967,0.0439,3.0304,5.164,0.0092,0.06,14.17,0.95,0.0,423.0,269,137,17,64,32,4,620.0,0.15,0.0001,31740.0,,,,
2048,8000,1017,1.659,0.0496,3.1441,5.254,0.0093,0.05,23.42,0.94,0.0,538.0,361,170,7,67,32,1,487.0,0.04,0.0001,31756.0,,,,
2049,8000,1034,1.663,0.02,3.2109,5.18,0.0102,0.06,16.53,0.92,0.0,506.0,290,209,7,57,41,1,518.0,0.01,0.0001,31756.0,475,1,36,93
2050,8000,1170,1.6525,0.0116,3.2087,5.448,0.0153,0.07,7.13,0.91,0.0,337.0,163,174,0,48,52,0,778.0,0.0,0.0001,4738.0,,,,
2051,8000,1186,1.5184,0.0044,2.9567,5.643,0.0058,0.04,9.97,0.94,0.0,298.0,118,180,0,40,60,0,880.0,0.01,0.0001,31717.0,,,,
2052,8000,1203,1.6179,0.0045,3.1526,5.224,0.0134,0.08,5.08,0.93,0.0,522.0,231,291,0,44,56,0,502.0,0.02,0.0001,31734.0,,,,
2053,8000,1219,1.6869,0.0105,3.2772,5.122,0.0092,0.06,8.44,0.92,0.0,609.0,244,351,14,40,58,2,430.0,0.03,0.0001,31732.0,,,,
2054,8000,1236,1.6887,0.0197,3.2632,5.144,0.0097,0.06,13.69,0.93,0.0,547.0,234,274,39,43,50,7,479.0,0.02,0.0001,31716.0,,,,
2055,8000,1253,1.6403,0.0178,3.17,5.236,0.0077,0.06,7.82,0.93,0.0,469.0,241,222,6,51,47,1,559.0,0.02,0.0001,31708.0,,,,
2056,8000,1269,1.6433,0.0211,3.17,5.312,0.0076,0.06,9.93,0.93,0.0,484.0,258,205,21,53,42,4,542.0,0.04,0.0001,31696.0,,,,
2057,8000,1286,1.6084,0.0255,3.0934,5.451,0.0144,0.07,7.27,0.93,0.0,476.0,241,203,32,51,43,7,551.0,0.03,0.0001,31707.0,,,,
2058,8000,1302,1.6177,0.0102,3.1419,5.365,0.0107,0.07,6.2,0.93,0.0,517.0,254,228,35,49,44,7,507.0,0.02,0.0001,31725.0,,,,
2059,8000,1319,1.6102,0.005,3.1381,5.445,0.0138,0.05,9.33,0.95,0.0,462.0,230,194,38,50,42,8,567.0,0.02,0.0001,31778.0,,,,
2060,8000,1336,1.6599,0.0145,3.2176,5.272,0.0131,0.07,4.36,0.94,0.0,599.0,292,247,60,49,41,10,438.0,0.02,0.0001,31700.0,,,,
2061,8000,1353,1.648,0.0285,3.1656,5.4,0.0138,0.08,4.83,0.93,0.0,487.0,245,225,17,50,46,3,538.0,0.01,0.0001,30559.0,,,,
2062,8000,1369,1.5565,0.0304,2.9809,5.616,0.008,0.05,15.45,0.95,0.0,286.0,137,138,11,48,48,4,917.0,0.01,0.0001,31703.0,,,,
2063,8000,1386,1.4712,0.0276,2.8166,5.679,0.0097,0.06,3.82,0.96,0.0,229.0,121,91,17,53,40,7,1145.0,0.01,0.0001,31695.0,,,,
2064,8000,1403,1.398,0.0293,2.6691,5.932,0.0074,0.04,4.36,0.97,0.0,178.0,104,55,19,58,31,11,1473.0,0.01,0.0001,31698.0,,,,
2065,8000,1419,1.4334,0.0214,2.7664,5.827,0.007,0.04,5.5,0.96,0.0,298.0,86,68,144,29,23,48,880.0,0.01,0.0001,31713.0,,,,
2066,8000,1436,1.4632,0.0093,2.8453,5.626,0.0069,0.05,5.65,0.95,0.0,366.0,108,140,118,30,38,32,716.0,0.01,0.0001,31673.0,,,,
2067,8000,1452,1.4619,0.0087,2.8438,5.667,0.0097,0.06,3.79,0.95,0.0,344.0,116,148,80,34,43,23,762.0,0.01,0.0001,31746.0,,,,
2068,8000,1469,1.4545,0.0128,2.8235,5.669,0.0077,0.05,6.54,0.96,0.0,306.0,111,112,83,36,37,27,857.0,0.04,0.0001,31676.0,,,,
2069,8000,1486,1.4252,0.0108,2.7706,5.804,0.0058,0.04,7.15,0.97,0.0,276.0,92,105,79,33,38,29,950.0,0.04,0.0001,31678.0,,,,
2070,8000,1502,1.4412,0.0148,2.7933,5.74,0.0072,0.05,4.66,0.96,0.0,355.0,129,135,91,36,38,26,738.0,0.04,0.0001,31678.0,,,,
2071,8000,1519,1.4609,0.0015,2.8584,5.666,0.0087,0.05,5.63,0.96,0.0,363.0,116,156,91,32,43,25,722.0,0.06,0.0001,31723.0,,,,
2072,8000,1536,1.4407,0.0045,2.812,5.764,0.01,0.05,4.66,0.96,0.0,302.0,116,102,84,38,34,28,868.0,0.08,0.0001,31687.0,,,,
2073,8000,1552,1.4401,-0.0035,2.825,5.757,0.0091,0.06,4.0,0.96,0.0,259.0,88,105,66,34,41,25,1012.0,0.08,0.0001,31780.0,,,,
2074,8000,1569,1.4593,0.0036,2.8506,5.716,0.0123,0.07,4.03,0.95,0.0,264.0,81,125,58,31,47,22,993.0,0.07,0.0001,31757.0,,,,
2075,8000,1585,1.4842,-0.0095,2.9249,5.59,0.0123,0.07,3.31,0.95,0.0,341.0,96,163,82,28,48,24,769.0,0.05,0.0001,31714.0,,,,
2076,8000,1602,1.5459,-0.011,3.0464,5.355,0.0116,0.08,3.83,0.94,0.0,408.0,172,180,56,42,44,14,643.0,0.04,0.0001,31790.0,,,,
2077,8000,1618,1.6298,-0.0125,3.2147,5.19,0.0118,0.08,5.52,0.92,0.0,564.0,251,248,65,45,44,12,465.0,0.04,0.0001,31721.0,,,,
2078,8000,1635,1.7075,-0.0101,3.3616,5.052,0.0158,0.08,4.43,0.91,0.0,720.0,338,337,45,47,47,6,364.0,0.03,0.0001,31723.0,,,,
2079,8000,1652,1.7412,-0.0075,3.4232,4.965,0.0125,0.09,4.71,0.89,0.0,790.0,380,375,35,48,47,4,332.0,0.02,0.0001,31712.0,,,,
2080,8000,1668,1.7217,-0.0212,3.4114,4.989,0.0102,0.08,5.01,0.9,0.0,813.0,398,392,23,49,48,3,322.0,0.01,0.0001,31710.0,,,,
2081,8000,1685,1.7448,0.0015,3.4129,5.176,0.014,0.09,3.28,0.9,0.0,797.0,406,380,11,51,48,1,329.0,0.01,0.0001,30634.0,,,,
2082,8000,1702,1.6725,0.0116,3.2499,5.443,0.0127,0.07,4.51,0.92,0.0,549.0,314,235,0,57,43,0,477.0,0.02,0.0001,31750.0,,,,
2083,8000,1719,1.6436,0.0025,3.2103,5.466,0.0086,0.06,4.71,0.93,0.0,534.0,314,215,5,59,40,1,491.0,0.02,0.0001,31733.0,,,,
2084,8000,1735,1.6055,-0.0084,3.1554,5.428,0.0105,0.07,3.77,0.94,0.0,521.0,296,221,4,57,42,1,503.0,0.02,0.0001,31755.0,,,,
2085,8000,1752,1.6439,-0.0035,3.2211,5.223,0.012,0.09,3.13,0.93,0.0,615.0,327,266,22,53,43,4,426.0,0.04,0.0001,31709.0,,,,
2086,8000,1768,1.67,0.0032,3.2594,5.097,0.0114,0.08,3.6,0.93,0.0,602.0,302,280,20,50,47,3,435.0,0.02,0.0001,31697.0,,,,
2087,8000,1785,1.702,-0.0037,3.3366,5.089,0.0098,0.07,4.98,0.92,0.0,661.0,378,266,17,57,40,3,397.0,0.02,0.0001,31702.0,,,,
2088,8000,1801,1.727,-0.014,3.4059,4.95,0.0125,0.08,4.5,0.91,0.0,719.0,390,312,17,54,43,2,365.0,0.01,0.0001,31726.0,,,,
2089,8000,1818,1.7346,-0.0342,3.4611,4.942,0.0145,0.08,4.21,0.91,0.0,856.0,469,372,15,55,43,2,306.0,0.03,0.0001,31754.0,,,,
2090,8000,1835,1.7961,0.0163,3.482,4.896,0.0106,0.08,6.41,0.92,0.0,835.0,420,413,2,50,49,0,314.0,0.02,0.0001,31687.0,,,,
2091,8000,1851,1.701,0.0029,3.3197,5.045,0.0129,0.08,3.95,0.93,0.0,797.0,392,404,1,49,51,0,329.0,0.01,0.0001,31684.0,,,,
2092,8000,1868,1.6587,-0.0043,3.2521,5.285,0.0114,0.07,5.59,0.94,0.0,668.0,311,355,2,47,53,0,392.0,0.01,0.0001,31675.0,,,,
2093,8000,1884,1.6631,-0.0018,3.256,5.304,0.0101,0.06,5.8,0.94,0.0,603.0,274,321,8,45,53,1,435.0,0.02,0.0001,31743.0,,,,
2094,8000,1901,1.6294,-0.0053,3.197,5.281,0.009,0.06,6.36,0.94,0.0,605.0,261,310,34,43,51,6,433.0,0.02,0.0001,31710.0,,,,
2095,8000,1918,1.652,-0.0083,3.2497,5.216,0.0109,0.07,6.76,0.94,0.0,696.0,306,318,72,44,46,10,377.0,0.04,0.0001,31725.0,,,,
2096,8000,1934,1.6736,-0.0055,3.2852,5.119,0.0111,0.07,6.04,0.94,0.0,748.0,340,352,56,45,47,7,350.0,0.05,0.0001,31731.0,,,,
2097,8000,1951,1.7221,-0.0042,3.3781,5.073,0.0102,0.06,10.53,0.93,0.0,731.0,362,322,47,50,44,6,359.0,0.07,0.0001,31787.0,,,,
2098,8000,1967,1.7435,0.0186,3.3743,4.967,0.0148,0.08,5.67,0.92,0.0,809.0,379,395,35,47,49,4,324.0,0.1,0.0001,31718.0,,,,
2099,8000,1984,1.7074,0.0356,3.2679,5.027,0.0156,0.08,4.69,0.94,0.0,712.0,370,321,21,52,45,3,368.0,0.14,0.0001,31700.0,360,3,149,70
2100,8000,2112,1.8971,0.0444,3.6263,4.676,0.0132,0.09,6.96,0.86,0.0,757.0,284,473,0,38,62,0,346.0,0.01,0.0001,5093.0,,,,
2101,8000,2129,1.8448,0.0739,3.4641,4.852,0.0146,0.09,5.46,0.91,0.0,758.0,398,360,0,53,47,0,346.0,0.02,0.0001,30569.0,,,,
2102,8000,2146,1.6999,0.0152,3.2947,5.167,0.0142,0.09,5.1,0.9,0.0,639.0,434,205,0,68,32,0,410.0,0.04,0.0001,31792.0,,,,
2103,8000,2163,1.6537,0.0044,3.2248,5.238,0.0212,0.1,3.44,0.9,0.0,554.0,308,231,15,56,42,3,473.0,0.04,0.0001,31711.0,,,,
2104,8000,2179,1.6293,0.0067,3.1705,5.206,0.0136,0.09,2.95,0.92,0.0,522.0,254,264,4,49,51,1,502.0,0.05,0.0001,31719.0,,,,
2105,8000,2196,1.4996,0.0063,2.9137,5.453,0.01,0.07,3.51,0.94,0.0,290.0,121,169,0,42,58,0,904.0,0.07,0.0001,31722.0,,,,
2106,8000,2212,1.4376,0.0059,2.793,5.872,0.0061,0.05,5.31,0.96,0.0,152.0,57,92,3,38,61,2,1725.0,0.08,0.0001,31767.0,,,,
2107,8000,2229,1.4902,0.0156,2.8774,5.657,0.007,0.06,4.61,0.94,0.0,231.0,60,159,12,26,69,5,1135.0,0.1,0.0001,31726.0,,,,
2108,8000,2246,1.4506,0.0137,2.8047,5.833,0.007,0.05,4.32,0.93,0.0,275.0,60,188,27,22,68,10,953.0,0.05,0.0001,31779.0,,,,
2109,8000,2262,1.4339,0.0037,2.791,5.839,0.0081,0.05,3.64,0.89,0.0,239.0,71,157,11,30,66,5,1097.0,0.02,0.0001,31728.0,,,,
2110,8000,2279,1.4264,-0.0059,2.7962,5.845,0.0072,0.05,3.67,0.89,0.0,259.0,96,147,16,37,57,6,1012.0,0.01,0.0001,31770.0,,,,
2111,8000,2295,1.5245,0.0019,2.9757,5.662,0.0081,0.06,3.37,0.87,0.0,418.0,151,230,37,36,55,9,627.0,0.01,0.0001,31713.0,,,,
2112,8000,2312,1.5439,-0.0056,3.0286,5.477,0.0157,0.07,3.36,0.89,0.0,462.0,216,223,23,47,48,5,567.0,0.02,0.0001,31729.0,,,,
2113,8000,2328,1.613,0.0055,3.1428,5.363,0.014,0.07,3.46,0.9,0.0,444.0,233,198,13,52,45,3,590.0,0.04,0.0001,31719.0,,,,
2114,8000,2345,1.6255,-0.0042,3.186,5.244,0.0096,0.07,3.43,0.91,0.0,460.0,274,175,11,60,38,2,570.0,0.03,0.0001,31715.0,,,,
2115,8000,2362,1.5945,-0.0043,3.1252,5.283,0.0081,0.07,4.05,0.94,0.0,525.0,297,215,13,57,41,2,499.0,0.02,0.0001,31715.0,,,,
2116,8000,2378,1.6281,-0.005,3.1926,5.226,0.0092,0.07,4.3,0.93,0.0,601.0,346,251,4,58,42,1,436.0,0.0,0.0001,31765.0,,,,
2117,8000,2395,1.582,0.009,3.0736,5.368,0.0109,0.07,3.81,0.95,0.0,586.0,274,307,5,47,52,1,447.0,0.0,0.0001,31770.0,,,,
2118,8000,2411,1.5799,-0.0067,3.1021,5.444,0.0094,0.07,3.62,0.94,0.0,598.0,296,292,10,49,49,2,438.0,0.01,0.0001,31705.0,,,,
2119,8000,2428,1.5899,-0.0053,3.1201,5.442,0.0074,0.06,4.17,0.95,0.0,575.0,253,307,15,44,53,3,456.0,0.02,0.0001,31727.0,,,,
2120,8000,2445,1.63,0.0107,3.1661,5.273,0.0115,0.07,4.33,0.93,0.0,636.0,294,332,10,46,52,2,412.0,0.05,0.0001,31715.0,,,,
2121,8000,2462,1.615,-0.0135,3.1835,5.301,0.0093,0.06,3.97,0.92,0.0,555.0,264,286,5,48,52,1,472.0,0.03,0.0001,30643.0,,,,
2122,8000,2478,1.639,-0.019,3.2422,5.28,0.0099,0.07,3.34,0.92,0.0,618.0,358,258,2,58,42,0,424.0,0.04,0.0001,31723.0,,,,
2123,8000,2495,1.7022,0.0089,3.3114,5.128,0.0095,0.07,3.92,0.91,0.0,661.0,348,309,4,53,47,1,397.0,0.09,0.0001,31781.0,,,,
2124,8000,2511,1.7506,0.0068,3.411,4.946,0.0109,0.08,3.26,0.9,0.0,706.0,374,331,1,53,47,0,371.0,0.16,0.0001,31723.0,,,,
2125,8000,2528,1.7971,-0.0131,3.5422,4.755,0.0111,0.09,3.46,0.88,0.0,881.0,459,419,3,52,48,0,298.0,0.13,0.0001,31709.0,,,,
2126,8000,2545,1.7953,-0.0108,3.5327,4.63,0.0135,0.09,3.38,0.88,0.0,1004.0,520,484,0,52,48,0,261.0,0.07,0.0001,31708.0,,,,
2127,8000,2561,1.787,-0.0002,3.4944,4.593,0.013,0.09,4.6,0.9,0.0,950.0,515,433,2,54,46,0,276.0,0.06,0.0001,31716.0,,,,
2128,8000,2578,1.7509,-0.0059,3.4338,4.619,0.0111,0.08,4.91,0.9,0.0,888.0,509,379,0,57,43,0,295.0,0.05,0.0001,31709.0,,,,
2129,8000,2594,1.751,0.0019,3.4191,4.667,0.0091,0.08,4.84,0.9,0.0,769.0,422,347,0,55,45,0,341.0,0.03,0.0001,31715.0,,,,
2130,8000,2611,1.7549,-0.0032,3.4381,4.765,0.0082,0.07,6.43,0.9,0.0,729.0,432,297,0,59,41,0,360.0,0.03,0.0001,31786.0,,,,
2131,8000,2628,1.7122,-0.0004,3.3479,4.857,0.0102,0.08,4.59,0.9,0.0,709.0,375,334,0,53,47,0,370.0,0.03,0.0001,31719.0,,,,
2132,8000,2644,1.7146,-0.0006,3.3536,4.933,0.0103,0.08,5.87,0.89,0.0,664.0,355,308,1,53,46,0,395.0,0.04,0.0001,31721.0,,,,
2133,8000,2661,1.6939,-0.0032,3.318,5.01,0.0091,0.07,5.57,0.89,0.0,625.0,327,298,0,52,48,0,419.0,0.06,0.0001,31705.0,,,,
2134,8000,2677,1.707,-0.0011,3.3399,4.995,0.0109,0.08,4.25,0.9,0.0,616.0,339,275,2,55,45,0,426.0,0.06,0.0001,31746.0,,,,
2135,8000,2694,1.7012,-0.002,3.3292,4.897,0.0108,0.08,4.73,0.91,0.0,689.0,389,300,0,56,44,0,380.0,0.07,0.0001,31719.0,,,,
2136,8000,2711,1.7147,-0.0007,3.3535,4.912,0.0106,0.08,6.25,0.92,0.0,710.0,365,345,0,51,49,0,369.0,0.07,0.0001,31718.0,,,,
2137,8000,2727,1.6961,-0.0001,3.3158,4.979,0.0104,0.08,5.32,0.92,0.0,674.0,340,334,0,50,50,0,389.0,0.03,0.0001,31755.0,,,,
2138,8000,2744,1.7013,-0.0059,3.3386,5.082,0.0103,0.08,5.08,0.9,0.0,657.0,332,322,3,51,49,0,399.0,0.01,0.0001,31702.0,,,,
2139,8000,2760,1.6373,-0.0073,3.2145,5.211,0.009,0.07,6.39,0.92,0.0,557.0,262,293,2,47,53,0,471.0,0.01,0.0001,31800.0,,,,
2140,8000,2777,1.6267,0.0008,3.1781,5.296,0.0096,0.07,5.72,0.92,0.0,539.0,243,291,5,45,54,1,486.0,0.02,0.0001,31712.0,,,,
2141,8000,2794,1.6219,0.0283,3.1147,5.397,0.0112,0.07,4.43,0.9,0.0,385.0,175,203,7,45,53,2,681.0,0.02,0.0001,30573.0,,,,
2142,8000,2811,1.6136,0.0058,3.1435,5.412,0.009,0.07,3.99,0.9,0.0,395.0,189,190,16,48,48,4,664.0,0.03,0.0001,31709.0,,,,
2143,8000,2827,1.651,0.0091,3.2097,5.141,0.0094,0.07,6.34,0.91,0.0,469.0,196,258,15,42,55,3,559.0,0.05,0.0001,31732.0,,,,
2144,8000,2844,1.6226,0.0085,3.1543,5.151,0.0088,0.07,6.62,0.92,0.0,476.0,207,236,33,43,50,7,551.0,0.05,0.0001,31660.0,,,,
2145,8000,2861,1.5941,0.0167,3.0819,5.247,0.0099,0.07,6.54,0.93,0.0,429.0,214,193,22,50,45,5,611.0,0.04,0.0001,31665.0,,,,
2146,8000,2877,1.5481,0.0166,2.9912,5.347,0.0069,0.06,7.44,0.94,0.0,321.0,144,160,17,45,50,5,817.0,0.03,0.0001,31743.0,,,,
2147,8000,2894,1.4882,0.0092,2.8905,5.543,0.006,0.05,8.52,0.95,0.0,275.0,122,119,34,44,43,12,953.0,0.03,0.0001,31653.0,,,,
2148,8000,2910,1.4507,0.0087,2.8199,5.633,0.0085,0.06,5.56,0.94,0.0,279.0,133,85,61,48,30,22,940.0,0.02,0.0001,31750.0,,,,
2149,8000,2927,1.4274,0.0112,2.7751,5.75,0.0086,0.05,7.06,0.95,0.0,315.0,163,58,94,52,18,30,832.0,0.01,0.0001,31672.0,79,10,423,15
2150,8000,2969,1.4428,0.0107,2.8054,5.652,0.0085,0.05,6.49,0.95,0.0,322.0,185,50,87,57,16,27,814.0,0.0,0.0001,31787.0,,,,
2151,8000,2986,1.4751,0.0034,2.8839,5.547,0.0031,0.03,20.46,0.95,0.0,332.0,159,85,88,48,26,27,790.0,0.0,0.0001,31686.0,,,,
2152,8000,3002,1.4473,0.0085,2.8123,5.593,0.0045,0.03,10.47,0.95,0.0,289.0,143,77,69,49,27,24,907.0,0.0,0.0001,31666.0,,,,
2153,8000,3019,1.4091,0.0063,2.7417,5.638,0.0081,0.05,7.33,0.96,0.0,270.0,128,65,77,47,24,29,971.0,0.0,0.0001,31672.0,,,,
2154,8000,3035,1.4019,0.0104,2.7182,5.642,0.0082,0.04,6.94,0.96,0.0,293.0,138,67,88,47,23,30,895.0,0.0,0.0001,31666.0,,,,
2155,8000,3052,1.4264,0.0086,2.7713,5.58,0.0073,0.05,9.78,0.96,0.0,337.0,141,89,107,42,26,32,778.0,0.0,0.0001,31677.0,,,,
2156,8000,3069,1.4492,0.0167,2.8012,5.506,0.0112,0.06,9.14,0.96,0.0,356.0,184,81,91,52,23,26,736.0,0.0,0.0001,31662.0,,,,
2157,8000,3085,1.4428,0.0158,2.7921,5.541,0.0137,0.06,7.6,0.95,0.0,332.0,154,98,80,46,30,24,790.0,0.0,0.0001,31668.0,,,,
2158,8000,3102,1.4851,0.0174,2.8726,5.465,0.0117,0.07,6.3,0.94,0.0,344.0,137,127,80,40,37,23,762.0,0.0,0.0001,31663.0,,,,
