iteration,total_iterations,elapsed_seconds,loss,pg_loss,vf_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,reward,episodes,wins,losses,draws,win_pct,loss_pct,draw_pct,episode_length,cities,lr,sps,eval_wins,eval_losses,eval_draws,eval_win_pct
2546,8000,9653,1.5936,0.021,3.0803,5.419,0.0081,0.06,4.35,0.94,0.0,486.0,201,222,63,41,46,13,539.0,0.01,9e-05,31787.0,,,,
2547,8000,9670,1.5836,0.0171,3.0696,5.427,0.0119,0.07,4.08,0.94,0.0,463.0,207,189,67,45,41,14,566.0,0.02,9e-05,31725.0,,,,
2548,8000,9686,1.5685,0.0073,3.0591,5.45,0.0086,0.06,4.37,0.94,0.0,445.0,190,187,68,43,42,15,589.0,0.02,9e-05,31744.0,,,,
2549,8000,9703,1.5778,0.0121,3.069,5.476,0.0072,0.05,6.16,0.95,0.0,460.0,179,213,68,39,46,15,570.0,0.02,9e-05,31761.0,163,3,346,32
2550,8000,9735,1.5699,0.0144,3.0467,5.493,0.009,0.06,4.79,0.94,0.0,468.0,188,222,58,40,47,12,560.0,0.02,8.9e-05,31905.0,,,,
2551,8000,9751,1.5505,0.0227,2.9902,5.531,0.008,0.05,4.51,0.96,0.0,449.0,201,200,48,45,45,11,584.0,0.02,8.9e-05,31757.0,,,,
2552,8000,9768,1.5373,0.0191,2.9725,5.515,0.0077,0.05,4.12,0.96,0.0,451.0,203,191,57,45,42,13,581.0,0.02,8.9e-05,31738.0,,,,
2553,8000,9784,1.5837,0.0367,3.0289,5.409,0.0099,0.06,4.57,0.96,0.0,499.0,241,204,54,48,41,11,525.0,0.01,8.9e-05,31735.0,,,,
2554,8000,9801,1.6462,0.0337,3.1572,5.252,0.009,0.06,6.02,0.95,0.0,562.0,249,254,59,44,45,10,466.0,0.02,8.9e-05,31724.0,,,,
2555,8000,9818,1.6879,0.0238,3.2601,5.188,0.0092,0.06,5.15,0.94,0.0,626.0,298,286,42,48,46,7,419.0,0.03,8.9e-05,31737.0,,,,
2556,8000,9834,1.7219,0.0231,3.3266,4.973,0.0112,0.07,5.49,0.93,0.0,737.0,310,386,41,42,52,6,356.0,0.03,8.9e-05,31727.0,,,,
2557,8000,9851,1.7229,0.0364,3.3014,5.014,0.0123,0.07,5.13,0.93,0.0,731.0,360,342,29,49,47,4,359.0,0.01,8.9e-05,31752.0,,,,
2558,8000,9867,1.6977,0.0229,3.2796,5.174,0.009,0.06,5.34,0.93,0.0,656.0,318,311,27,48,47,4,400.0,0.01,8.9e-05,31736.0,,,,
2559,8000,9884,1.6714,0.013,3.2471,5.188,0.0092,0.06,5.36,0.93,0.0,578.0,271,278,29,47,48,5,454.0,0.02,8.9e-05,31708.0,,,,
2560,8000,9901,1.6325,0.0164,3.1639,5.171,0.0099,0.06,5.94,0.95,0.0,572.0,255,282,35,45,49,6,458.0,0.02,8.9e-05,31730.0,,,,
2561,8000,9918,1.7014,0.0263,3.2846,5.182,0.013,0.07,6.98,0.93,0.0,595.0,257,291,47,43,49,8,441.0,0.02,8.9e-05,30632.0,,,,
2562,8000,9934,1.7224,0.0353,3.3096,5.171,0.0141,0.07,4.16,0.91,0.0,700.0,313,323,64,45,46,9,374.0,0.01,8.9e-05,31721.0,,,,
2563,8000,9951,1.7113,0.0237,3.3094,5.146,0.0127,0.06,5.53,0.91,0.0,774.0,398,312,64,51,40,8,339.0,0.01,8.9e-05,31725.0,,,,
2564,8000,9968,1.6962,0.0301,3.2665,5.188,0.0117,0.07,5.7,0.91,0.0,728.0,375,300,53,52,41,7,360.0,0.01,8.9e-05,31687.0,,,,
2565,8000,9984,1.6405,0.0334,3.1459,5.277,0.0112,0.06,5.85,0.92,0.0,601.0,312,257,32,52,43,5,436.0,0.0,8.9e-05,31676.0,,,,
2566,8000,10001,1.6112,0.0277,3.1023,5.331,0.01,0.06,4.82,0.94,0.0,537.0,248,234,55,46,44,10,488.0,0.01,8.9e-05,31744.0,,,,
2567,8000,10017,1.5708,0.0151,3.0493,5.385,0.0094,0.06,4.62,0.94,0.0,487.0,212,224,51,44,46,10,538.0,0.01,8.9e-05,31677.0,,,,
2568,8000,10034,1.5766,0.0091,3.0772,5.382,0.0078,0.05,5.58,0.95,0.0,491.0,196,213,82,40,43,17,534.0,0.01,8.9e-05,31673.0,,,,
2569,8000,10051,1.5884,0.0101,3.095,5.316,0.0102,0.06,4.25,0.95,0.0,520.0,223,230,67,43,44,13,504.0,0.02,8.9e-05,31658.0,,,,
2570,8000,10067,1.6043,0.005,3.1387,5.302,0.0089,0.06,4.74,0.94,0.0,571.0,260,240,71,46,42,12,459.0,0.03,8.9e-05,31743.0,,,,
2571,8000,10084,1.6386,0.0085,3.196,5.204,0.0089,0.06,8.08,0.93,0.0,557.0,251,260,46,45,47,8,471.0,0.03,8.9e-05,31719.0,,,,
2572,8000,10100,1.6334,0.0059,3.1911,5.268,0.0089,0.06,4.75,0.93,0.0,630.0,300,280,50,48,44,8,416.0,0.03,8.9e-05,31676.0,,,,
2573,8000,10117,1.5897,0.0147,3.089,5.411,0.0069,0.05,4.88,0.94,0.0,500.0,209,244,47,42,49,9,524.0,0.02,8.9e-05,31686.0,,,,
2574,8000,10134,1.5749,0.0166,3.055,5.481,0.0093,0.05,4.23,0.95,0.0,502.0,193,257,52,38,51,10,522.0,0.01,8.9e-05,31705.0,,,,
2575,8000,10150,1.5568,0.0116,3.0257,5.45,0.0082,0.05,5.22,0.95,0.0,430.0,165,234,31,38,54,7,610.0,0.01,8.9e-05,31727.0,,,,
2576,8000,10167,1.5867,0.012,3.0895,5.382,0.006,0.04,6.42,0.95,0.0,487.0,183,233,71,38,48,15,538.0,0.01,8.8e-05,31687.0,,,,
2577,8000,10183,1.5884,0.0046,3.1041,5.262,0.0066,0.05,8.41,0.95,0.0,494.0,176,244,74,36,49,15,531.0,0.0,8.8e-05,31689.0,,,,
2578,8000,10200,1.6083,0.0099,3.1302,5.273,0.0049,0.04,11.73,0.95,0.0,473.0,193,230,50,41,49,11,554.0,0.01,8.8e-05,31686.0,,,,
2579,8000,10217,1.5717,0.0108,3.0548,5.399,0.0077,0.05,11.09,0.96,0.0,428.0,173,208,47,40,49,11,612.0,0.01,8.8e-05,31671.0,,,,
2580,8000,10233,1.5678,0.0046,3.0604,5.323,0.008,0.06,8.56,0.95,0.0,438.0,170,218,50,39,50,11,599.0,0.02,8.8e-05,31683.0,,,,
2581,8000,10250,1.6237,0.0107,3.1594,5.415,0.0083,0.05,11.81,0.94,0.0,421.0,193,182,46,46,43,11,623.0,0.04,8.8e-05,30668.0,,,,
2582,8000,10267,1.5708,0.007,3.0624,5.485,0.0111,0.07,5.18,0.94,0.0,418.0,161,209,48,39,50,11,627.0,0.05,8.8e-05,31730.0,,,,
2583,8000,10283,1.6108,0.0024,3.153,5.315,0.0144,0.09,4.23,0.93,0.0,487.0,187,255,45,38,52,9,538.0,0.06,8.8e-05,31750.0,,,,
2584,8000,10300,1.6371,0.0039,3.1987,5.228,0.0125,0.09,4.66,0.92,0.0,512.0,226,258,28,44,50,5,512.0,0.05,8.8e-05,31707.0,,,,
2585,8000,10317,1.6773,0.0084,3.2692,5.161,0.0143,0.09,3.99,0.88,0.0,587.0,271,286,30,46,49,5,447.0,0.04,8.8e-05,31714.0,,,,
2586,8000,10333,1.6623,0.0078,3.2398,5.268,0.0109,0.07,5.24,0.89,0.0,540.0,249,269,22,46,50,4,485.0,0.04,8.8e-05,31704.0,,,,
2587,8000,10350,1.6857,0.0109,3.2815,5.251,0.0108,0.08,9.75,0.91,0.0,568.0,241,294,33,42,52,6,462.0,0.04,8.8e-05,31714.0,,,,
2588,8000,10366,1.6384,0.0096,3.1912,5.286,0.0143,0.08,4.51,0.9,0.0,589.0,246,304,39,42,52,7,445.0,0.02,8.8e-05,31727.0,,,,
2589,8000,10383,1.5774,-0.0029,3.0949,5.475,0.0102,0.06,5.73,0.92,0.0,490.0,246,215,29,50,44,6,535.0,0.01,8.8e-05,31780.0,,,,
2590,8000,10400,1.5069,-0.0072,2.9635,5.672,0.0082,0.05,5.48,0.94,0.0,372.0,188,156,28,51,42,8,705.0,0.02,8.8e-05,31746.0,,,,
2591,8000,10416,1.4998,-0.0011,2.9397,5.646,0.011,0.06,3.71,0.94,0.0,340.0,171,132,37,50,39,11,771.0,0.02,8.8e-05,31718.0,,,,
2592,8000,10433,1.5156,0.005,2.9621,5.537,0.0142,0.07,3.22,0.93,0.0,417.0,217,141,59,52,34,14,629.0,0.02,8.8e-05,31729.0,,,,
2593,8000,10449,1.5801,0.0039,3.099,5.399,0.0116,0.07,3.69,0.92,0.0,517.0,240,186,91,46,36,18,507.0,0.02,8.8e-05,31713.0,,,,
2594,8000,10466,1.5981,-0.0004,3.1369,5.325,0.0102,0.06,4.51,0.91,0.0,610.0,268,278,64,44,46,10,430.0,0.01,8.8e-05,31778.0,,,,
2595,8000,10482,1.6444,-0.0045,3.2298,5.209,0.0107,0.06,4.5,0.91,0.0,579.0,293,248,38,51,43,7,453.0,0.01,8.8e-05,31709.0,,,,
2596,8000,10499,1.6747,-0.0127,3.3046,5.117,0.0089,0.07,6.49,0.9,0.0,634.0,324,286,24,51,45,4,413.0,0.02,8.8e-05,31720.0,,,,
2597,8000,10516,1.658,-0.021,3.2879,5.174,0.0102,0.07,5.1,0.91,0.0,625.0,342,271,12,55,43,2,419.0,0.03,8.8e-05,31723.0,,,,
2598,8000,10532,1.6681,-0.0097,3.2856,5.184,0.009,0.06,4.73,0.91,0.0,653.0,326,313,14,50,48,2,401.0,0.03,8.8e-05,31729.0,,,,
2599,8000,10549,1.6179,-0.0176,3.2013,5.255,0.0119,0.07,3.7,0.92,0.0,631.0,326,291,14,52,46,2,415.0,0.04,8.8e-05,31721.0,164,7,341,32
2600,8000,10581,1.6224,-0.0158,3.207,5.13,0.0111,0.08,3.6,0.92,0.0,664.0,319,324,21,48,49,3,395.0,0.05,8.8e-05,31853.0,,,,
2601,8000,10598,1.7119,0.0008,3.3525,5.092,0.0088,0.07,4.9,0.91,0.0,624.0,305,299,20,49,48,3,420.0,0.04,8.8e-05,30627.0,,,,
2602,8000,10614,1.7255,-0.0082,3.3965,5.121,0.0091,0.07,4.74,0.91,0.0,582.0,296,271,15,51,47,3,450.0,0.04,8.8e-05,31703.0,,,,
2603,8000,10631,1.6929,-0.0048,3.3238,5.173,0.0099,0.07,5.02,0.91,0.0,557.0,273,275,9,49,49,2,471.0,0.05,8.7e-05,31699.0,,,,
2604,8000,10648,1.6586,-0.004,3.2533,5.199,0.0108,0.07,3.98,0.92,0.0,553.0,271,276,6,49,50,1,474.0,0.06,8.7e-05,31696.0,,,,
2605,8000,10664,1.7162,0.0165,3.3266,5.064,0.012,0.07,3.98,0.91,0.0,704.0,287,394,23,41,56,3,372.0,0.07,8.7e-05,31703.0,,,,
2606,8000,10681,1.7149,0.0173,3.3217,4.999,0.0108,0.07,6.28,0.92,0.0,629.0,291,321,17,46,51,3,417.0,0.06,8.7e-05,31723.0,,,,
2607,8000,10697,1.707,0.0135,3.3129,4.892,0.0112,0.07,4.07,0.92,0.0,591.0,291,290,10,49,49,2,444.0,0.05,8.7e-05,31704.0,,,,
2608,8000,10714,1.6915,0.0001,3.3083,4.811,0.0109,0.07,4.7,0.93,0.0,719.0,335,375,9,47,52,1,365.0,0.05,8.7e-05,31708.0,,,,
2609,8000,10731,1.7398,0.0011,3.4043,4.863,0.0108,0.08,4.47,0.92,0.0,798.0,415,367,16,52,46,2,329.0,0.04,8.7e-05,31719.0,,,,
2610,8000,10747,1.7212,-0.0171,3.4034,4.877,0.0127,0.08,3.95,0.92,0.0,893.0,444,440,9,50,49,1,294.0,0.03,8.7e-05,31752.0,,,,
2611,8000,10764,1.6885,-0.0033,3.3105,4.934,0.0113,0.07,3.86,0.93,0.0,788.0,392,384,12,50,49,2,333.0,0.02,8.7e-05,31711.0,,,,
2612,8000,10780,1.6462,-0.0149,3.2493,5.008,0.0094,0.07,4.66,0.94,0.0,702.0,378,317,7,54,45,1,373.0,0.04,8.7e-05,31692.0,,,,
2613,8000,10797,1.6243,-0.0194,3.2165,5.112,0.0124,0.07,4.48,0.93,0.0,661.0,360,287,14,54,43,2,397.0,0.05,8.7e-05,31719.0,,,,
2614,8000,10814,1.646,-0.0162,3.2544,5.061,0.0122,0.08,3.66,0.93,0.0,696.0,373,291,32,54,42,5,377.0,0.05,8.7e-05,31714.0,,,,
2615,8000,10830,1.659,-0.0049,3.261,5.041,0.0139,0.08,4.44,0.93,0.0,699.0,352,304,43,50,43,6,375.0,0.03,8.7e-05,31722.0,,,,
2616,8000,10847,1.6665,0.002,3.2584,4.946,0.0157,0.08,3.53,0.93,0.0,738.0,399,315,24,54,43,3,355.0,0.02,8.7e-05,31696.0,,,,
2617,8000,10863,1.6689,-0.0033,3.2716,4.936,0.0132,0.07,5.43,0.94,0.0,779.0,412,356,11,53,46,1,337.0,0.02,8.7e-05,31710.0,,,,
2618,8000,10880,1.6759,0.0124,3.2518,4.82,0.0119,0.07,4.8,0.95,0.0,814.0,463,344,7,57,42,1,322.0,0.01,8.7e-05,31703.0,,,,
2619,8000,10897,1.6652,0.0034,3.2503,4.855,0.0115,0.07,14.83,0.95,0.0,772.0,421,332,19,55,43,2,340.0,0.01,8.7e-05,31706.0,,,,
2620,8000,10913,1.6861,-0.0028,3.3029,4.719,0.0112,0.08,4.02,0.94,0.0,775.0,423,344,8,55,44,1,338.0,0.02,8.7e-05,31698.0,,,,
2621,8000,10930,1.8068,0.0051,3.5287,4.742,0.0164,0.09,3.79,0.89,0.0,904.0,402,499,3,44,55,0,290.0,0.02,8.7e-05,30619.0,,,,
2622,8000,10947,1.8178,0.0061,3.5488,4.802,0.0123,0.08,3.62,0.87,0.0,999.0,443,554,2,44,55,0,262.0,0.04,8.7e-05,31778.0,,,,
2623,8000,10964,1.7815,0.0174,3.4545,4.913,0.0127,0.09,3.68,0.89,0.0,820.0,405,415,0,49,51,0,320.0,0.07,8.7e-05,31679.0,,,,
2624,8000,10980,1.7812,0.0412,3.4061,4.875,0.0109,0.08,4.81,0.91,0.0,769.0,424,344,1,55,45,0,341.0,0.09,8.7e-05,31669.0,,,,
2625,8000,10997,1.7508,0.0255,3.3761,4.791,0.0119,0.08,4.65,0.92,0.0,760.0,466,292,2,61,38,0,345.0,0.07,8.7e-05,31679.0,,,,
2626,8000,11013,1.7514,0.0122,3.405,4.747,0.0149,0.09,4.03,0.91,0.0,791.0,445,335,11,56,42,1,331.0,0.07,8.7e-05,31664.0,,,,
2627,8000,11030,1.7642,0.0246,3.404,4.749,0.0129,0.09,3.5,0.91,0.0,775.0,454,319,2,59,41,0,338.0,0.05,8.7e-05,31721.0,,,,
2628,8000,11047,1.756,0.0344,3.3683,4.792,0.0108,0.07,5.71,0.92,0.0,679.0,326,349,4,48,51,1,386.0,0.05,8.7e-05,31675.0,,,,
2629,8000,11063,1.7246,0.035,3.3045,4.86,0.012,0.08,4.59,0.92,0.0,623.0,361,262,0,58,42,0,421.0,0.07,8.7e-05,31759.0,,,,
2630,8000,11080,1.7075,0.0235,3.294,4.904,0.0109,0.08,4.15,0.91,0.0,638.0,363,265,10,57,42,2,411.0,0.07,8.7e-05,31700.0,,,,
2631,8000,11096,1.719,0.0251,3.3151,4.976,0.0116,0.08,4.82,0.92,0.0,639.0,331,298,10,52,47,2,410.0,0.1,8.6e-05,31688.0,,,,
2632,8000,11113,1.7319,0.0317,3.327,4.898,0.011,0.08,5.1,0.92,0.0,646.0,353,277,16,55,43,2,406.0,0.13,8.6e-05,31693.0,,,,
2633,8000,11130,1.7463,0.0127,3.3924,4.808,0.0111,0.08,5.11,0.91,0.0,714.0,369,339,6,52,47,1,367.0,0.11,8.6e-05,31689.0,,,,
2634,8000,11146,1.8091,0.0246,3.4931,4.675,0.0112,0.08,4.13,0.89,0.0,818.0,408,398,12,50,49,1,320.0,0.11,8.6e-05,31725.0,,,,
2635,8000,11163,1.8556,0.026,3.5824,4.553,0.0147,0.09,3.64,0.88,0.0,998.0,464,527,7,46,53,1,263.0,0.09,8.6e-05,31745.0,,,,
2636,8000,11179,1.8219,0.018,3.5311,4.593,0.0114,0.08,5.92,0.89,0.0,893.0,449,442,2,50,49,0,294.0,0.08,8.6e-05,31676.0,,,,
2637,8000,11196,1.7946,0.0075,3.4969,4.541,0.0127,0.09,4.78,0.9,0.0,896.0,455,439,2,51,49,0,293.0,0.07,8.6e-05,31676.0,,,,
2638,8000,11213,1.7772,0.011,3.455,4.561,0.0141,0.09,4.33,0.91,0.0,957.0,489,463,5,51,48,1,274.0,0.05,8.6e-05,31711.0,,,,
2639,8000,11229,1.7279,0.0056,3.3684,4.679,0.0097,0.07,7.31,0.93,0.0,898.0,439,457,2,49,51,0,292.0,0.05,8.6e-05,31681.0,,,,
2640,8000,11246,1.7553,0.0167,3.4008,4.657,0.0087,0.06,7.03,0.93,0.0,891.0,409,480,2,46,54,0,294.0,0.05,8.6e-05,31677.0,,,,
2641,8000,11263,1.7795,-0.0065,3.4972,4.828,0.0129,0.08,6.79,0.91,0.0,917.0,481,432,4,52,47,0,286.0,0.06,8.6e-05,30597.0,,,,
2642,8000,11280,1.7064,0.0018,3.3362,5.006,0.0134,0.08,3.49,0.92,0.0,723.0,294,423,6,41,59,1,363.0,0.06,8.6e-05,31701.0,,,,
2643,8000,11296,1.7362,0.0016,3.395,4.908,0.0139,0.09,6.12,0.9,0.0,814.0,306,501,7,38,62,1,322.0,0.05,8.6e-05,31711.0,,,,
2644,8000,11313,1.7204,0.0119,3.3442,5.01,0.0147,0.08,5.33,0.9,0.0,846.0,341,495,10,40,59,1,310.0,0.04,8.6e-05,31716.0,,,,
2645,8000,11329,1.6772,0.0088,3.2633,5.004,0.0139,0.08,4.55,0.9,0.0,796.0,370,421,5,46,53,1,329.0,0.02,8.6e-05,31712.0,,,,
2646,8000,11346,1.665,0.0092,3.2388,5.102,0.0181,0.07,5.68,0.91,0.0,732.0,304,426,2,42,58,0,358.0,0.02,8.6e-05,31702.0,,,,
2647,8000,11363,1.6781,0.0093,3.2645,5.037,0.0112,0.07,4.34,0.91,0.0,750.0,331,409,10,44,55,1,350.0,0.02,8.6e-05,31686.0,,,,
2648,8000,11379,1.6699,0.0091,3.2483,5.037,0.0128,0.07,4.14,0.92,0.0,682.0,301,372,9,44,55,1,384.0,0.01,8.6e-05,31701.0,,,,
2649,8000,11396,1.6659,0.013,3.2329,5.095,0.0141,0.08,3.19,0.91,0.0,649.0,260,383,6,40,59,1,404.0,0.02,8.6e-05,31698.0,125,5,382,24
2650,8000,11428,1.6572,0.0153,3.2106,5.092,0.0154,0.08,3.71,0.92,0.0,594.0,235,352,7,40,59,1,441.0,0.02,8.6e-05,31898.0,,,,
2651,8000,11444,1.6012,0.01,3.1095,5.115,0.01,0.07,3.94,0.94,0.0,510.0,172,330,8,34,65,2,514.0,0.02,8.6e-05,31694.0,,,,
2652,8000,11461,1.5748,0.0033,3.07,5.116,0.0131,0.07,4.04,0.94,0.0,459.0,155,298,6,34,65,1,571.0,0.02,8.6e-05,31694.0,,,,
2653,8000,11477,1.543,0.0028,3.0096,5.259,0.0099,0.07,3.69,0.94,0.0,382.0,153,215,14,40,56,4,686.0,0.01,8.6e-05,31754.0,,,,
2654,8000,11494,1.5088,0.0023,2.9428,5.377,0.0098,0.06,3.24,0.94,0.0,364.0,128,223,13,35,61,4,720.0,0.02,8.6e-05,31708.0,,,,
2655,8000,11511,1.4758,0.0063,2.8714,5.473,0.0093,0.06,3.19,0.95,0.0,333.0,119,191,23,36,57,7,787.0,0.02,8.6e-05,31705.0,,,,
2656,8000,11527,1.4788,0.0008,2.8942,5.491,0.0107,0.06,4.1,0.94,0.0,373.0,118,200,55,32,54,15,703.0,0.01,8.6e-05,31701.0,,,,
2657,8000,11544,1.4905,0.0041,2.9116,5.397,0.0128,0.07,4.02,0.95,0.0,414.0,142,210,62,34,51,15,633.0,0.02,8.6e-05,31753.0,,,,
2658,8000,11560,1.506,0.0028,2.9425,5.403,0.0118,0.06,3.98,0.93,0.0,429.0,170,209,50,40,49,12,611.0,0.02,8.5e-05,31701.0,,,,
2659,8000,11577,1.5517,0.0061,3.0268,5.304,0.0135,0.06,4.89,0.92,0.0,504.0,192,255,57,38,51,11,520.0,0.01,8.5e-05,31738.0,,,,
2660,8000,11594,1.5511,-0.013,3.062,5.224,0.0091,0.05,4.92,0.93,0.0,568.0,233,282,53,41,50,9,462.0,0.01,8.5e-05,31685.0,,,,
2661,8000,11611,1.7267,0.0279,3.327,5.178,0.0114,0.05,8.26,0.88,0.0,595.0,293,254,48,49,43,8,441.0,0.02,8.5e-05,30570.0,,,,
2662,8000,11627,1.6326,0.018,3.1614,5.255,0.0115,0.06,5.21,0.92,0.0,525.0,256,212,57,49,40,11,499.0,0.03,8.5e-05,31700.0,,,,
2663,8000,11644,1.6097,0.0196,3.111,5.224,0.0119,0.07,3.79,0.93,0.0,545.0,277,234,34,51,43,6,481.0,0.01,8.5e-05,31716.0,,,,
2664,8000,11661,1.5973,0.0234,3.0791,5.293,0.0119,0.07,4.83,0.94,0.0,462.0,231,200,31,50,43,7,567.0,0.02,8.5e-05,31788.0,,,,
2665,8000,11677,1.6066,0.0297,3.0861,5.252,0.0114,0.07,4.22,0.94,0.0,493.0,214,251,28,43,51,6,532.0,0.03,8.5e-05,31713.0,,,,
2666,8000,11694,1.5992,0.0292,3.0758,5.331,0.0117,0.06,5.02,0.94,0.0,507.0,212,246,49,42,49,10,517.0,0.03,8.5e-05,31793.0,,,,
2667,8000,11710,1.5804,0.0288,3.0422,5.402,0.0088,0.05,3.45,0.94,0.0,513.0,212,241,60,41,47,12,511.0,0.02,8.5e-05,31712.0,,,,
2668,8000,11727,1.5879,0.0355,3.0414,5.317,0.0113,0.06,4.6,0.94,0.0,513.0,245,218,50,48,42,10,511.0,0.01,8.5e-05,31735.0,,,,
2669,8000,11743,1.5998,0.0287,3.0759,5.293,0.0088,0.05,4.77,0.94,0.0,538.0,284,211,43,53,39,8,487.0,0.01,8.5e-05,31723.0,,,,
2670,8000,11760,1.5806,0.0152,3.0649,5.287,0.0085,0.05,4.18,0.95,0.0,537.0,289,210,38,54,39,7,488.0,0.01,8.5e-05,31744.0,,,,
2671,8000,11777,1.6108,0.0008,3.1543,5.221,0.0134,0.07,3.57,0.94,0.0,704.0,343,305,56,49,43,8,372.0,0.01,8.5e-05,31709.0,,,,
2672,8000,11793,1.6723,0.0045,3.27,5.125,0.0112,0.07,3.23,0.93,0.0,797.0,426,314,57,53,39,7,329.0,0.01,8.5e-05,31712.0,,,,
2673,8000,11810,1.7151,0.0226,3.3145,4.971,0.0162,0.08,3.32,0.93,0.0,848.0,458,359,31,54,42,4,309.0,0.02,8.5e-05,31709.0,,,,
2674,8000,11826,1.687,0.0287,3.2444,4.976,0.0129,0.08,3.77,0.95,0.0,723.0,398,306,19,55,42,3,363.0,0.02,8.5e-05,31732.0,,,,
2675,8000,11843,1.6576,0.0213,3.2027,5.023,0.0125,0.08,3.56,0.96,0.0,701.0,364,312,25,52,45,4,374.0,0.02,8.5e-05,31748.0,,,,
2676,8000,11860,1.6598,0.0165,3.2154,4.976,0.0122,0.08,3.52,0.95,0.0,698.0,374,307,17,54,44,2,376.0,0.02,8.5e-05,31751.0,,,,
2677,8000,11876,1.6788,0.0343,3.2168,4.952,0.0145,0.08,2.75,0.95,0.0,762.0,463,281,18,61,37,2,344.0,0.03,8.5e-05,31755.0,,,,
2678,8000,11893,1.6921,0.0348,3.2428,5.004,0.0142,0.08,2.69,0.94,0.0,941.0,549,370,22,58,39,2,279.0,0.04,8.5e-05,31714.0,,,,
2679,8000,11909,1.7002,0.0211,3.2856,5.022,0.0113,0.07,3.1,0.94,0.0,913.0,566,331,16,62,36,2,287.0,0.03,8.5e-05,31742.0,,,,
2680,8000,11926,1.6836,0.025,3.2446,5.071,0.0123,0.08,2.96,0.94,0.0,851.0,516,333,2,61,39,0,308.0,0.03,8.5e-05,31735.0,,,,
2681,8000,11943,1.7553,0.0223,3.3946,5.137,0.0104,0.07,4.11,0.9,0.0,730.0,407,321,2,56,44,0,359.0,0.03,8.5e-05,30632.0,,,,
2682,8000,11960,1.7178,0.0212,3.3226,5.256,0.0068,0.06,8.66,0.9,0.0,553.0,295,257,1,53,46,0,474.0,0.02,8.5e-05,31734.0,,,,
2683,8000,11976,1.7321,0.0198,3.3527,5.085,0.0085,0.07,3.93,0.9,0.0,663.0,331,330,2,50,50,0,395.0,0.03,8.5e-05,31719.0,,,,
2684,8000,11993,1.7458,0.026,3.3667,4.982,0.0091,0.07,3.66,0.91,0.0,745.0,367,374,4,49,50,1,352.0,0.03,8.5e-05,31715.0,,,,
2685,8000,12009,1.7363,0.0256,3.3482,4.95,0.0105,0.07,4.84,0.92,0.0,744.0,340,394,10,46,53,1,352.0,0.02,8.5e-05,31701.0,,,,
2686,8000,12026,1.7289,0.0133,3.3564,4.839,0.0077,0.06,5.75,0.91,0.0,736.0,350,383,3,48,52,0,356.0,0.01,8.5e-05,31767.0,,,,
2687,8000,12043,1.7576,0.0242,3.3907,4.679,0.011,0.07,4.84,0.9,0.0,854.0,362,486,6,42,57,1,307.0,0.01,8.4e-05,31723.0,,,,
2688,8000,12059,1.7623,0.0289,3.3908,4.674,0.0118,0.08,3.68,0.91,0.0,846.0,393,452,1,46,53,0,310.0,0.01,8.4e-05,31720.0,,,,
2689,8000,12076,1.7612,0.0384,3.3702,4.744,0.0088,0.07,6.17,0.93,0.0,793.0,383,409,1,48,52,0,331.0,0.01,8.4e-05,31786.0,,,,
2690,8000,12092,1.7718,0.0249,3.4194,4.784,0.0092,0.07,7.51,0.92,0.0,804.0,387,414,3,48,51,0,326.0,0.01,8.4e-05,31715.0,,,,
2691,8000,12109,1.8021,0.0301,3.4696,4.797,0.0105,0.08,4.3,0.9,0.0,910.0,427,481,2,47,53,0,288.0,0.01,8.4e-05,31721.0,,,,
2692,8000,12126,1.7846,0.0348,3.4254,4.821,0.0099,0.07,4.34,0.9,0.0,842.0,424,413,5,50,49,1,311.0,0.01,8.4e-05,31715.0,,,,
2693,8000,12142,1.75,0.0245,3.3781,4.964,0.01,0.07,4.54,0.9,0.0,722.0,384,337,1,53,47,0,363.0,0.02,8.4e-05,31731.0,,,,
2694,8000,12159,1.7088,0.0104,3.3235,4.945,0.0105,0.07,4.77,0.91,0.0,718.0,364,348,6,51,48,1,365.0,0.02,8.4e-05,31775.0,,,,
2695,8000,12175,1.6431,0.0049,3.205,5.132,0.0107,0.07,4.42,0.92,0.0,563.0,286,268,9,51,48,2,466.0,0.02,8.4e-05,31727.0,,,,
2696,8000,12192,1.6462,0.0019,3.2168,5.118,0.0098,0.06,4.79,0.92,0.0,640.0,256,357,27,40,56,4,410.0,0.03,8.4e-05,31740.0,,,,
2697,8000,12208,1.64,0.0158,3.1764,5.176,0.0102,0.07,4.75,0.93,0.0,563.0,238,299,26,42,53,5,466.0,0.01,8.4e-05,31721.0,,,,
2698,8000,12225,1.6403,0.0098,3.189,5.185,0.007,0.05,5.63,0.93,0.0,574.0,276,277,21,48,48,4,457.0,0.02,8.4e-05,31733.0,,,,
2699,8000,12242,1.6289,0.0134,3.1594,5.215,0.0073,0.05,9.74,0.94,0.0,474.0,213,236,25,45,50,5,553.0,0.02,8.4e-05,31731.0,220,2,290,43
2700,8000,12274,1.6135,0.0157,3.1241,5.216,0.0089,0.06,7.16,0.95,0.0,479.0,231,215,33,48,45,7,547.0,0.02,8.4e-05,31855.0,,,,
2701,8000,12291,1.6919,0.0184,3.2741,5.065,0.0128,0.07,5.29,0.93,0.0,534.0,269,238,27,50,45,5,491.0,0.02,8.4e-05,30565.0,,,,
