iteration,total_iterations,elapsed_seconds,loss,pg_loss,vf_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,reward,episodes,wins,losses,draws,win_pct,loss_pct,draw_pct,episode_length,cities,lr,sps,eval_wins,eval_losses,eval_draws,eval_win_pct
2036,8000,811,1.7742,0.0178,3.4392,4.817,0.0072,0.07,7.41,0.91,0.0,822.0,453,350,19,55,43,2,319.0,0.04,0.0001,32221.0,,,,
2037,8000,827,1.7492,0.0151,3.3916,4.81,0.0087,0.08,6.05,0.91,0.0,745.0,415,325,5,56,44,1,352.0,0.04,0.0001,32228.0,,,,
2038,8000,843,1.7603,0.0191,3.4059,4.892,0.0077,0.07,16.4,0.92,0.0,718.0,385,329,4,54,46,1,365.0,0.06,0.0001,32206.0,,,,
2039,8000,860,1.7152,0.0041,3.3461,4.966,0.0071,0.07,9.53,0.91,0.0,654.0,358,289,7,55,44,1,401.0,0.06,0.0001,32288.0,,,,
2040,8000,876,1.6894,0.015,3.2719,4.93,0.0095,0.08,6.17,0.91,0.0,622.0,301,316,5,48,51,1,421.0,0.05,0.0001,32196.0,,,,
2041,8000,893,1.803,0.0157,3.4981,4.915,0.0116,0.08,10.81,0.89,0.0,754.0,346,402,6,46,53,1,348.0,0.05,0.0001,31133.0,,,,
2042,8000,909,1.7497,0.0191,3.3859,5.022,0.0134,0.09,7.97,0.89,0.0,681.0,312,367,2,46,54,0,385.0,0.06,0.0001,32202.0,,,,
2043,8000,926,1.659,0.0144,3.2146,5.155,0.0098,0.08,5.23,0.91,0.0,528.0,262,266,0,50,50,0,496.0,0.12,0.0001,32200.0,,,,
2044,8000,942,1.6264,0.0052,3.1677,5.126,0.0111,0.09,4.48,0.9,0.0,494.0,233,257,4,47,52,1,531.0,0.16,0.0001,32193.0,,,,
2045,8000,958,1.635,-0.0044,3.2058,5.255,0.0077,0.07,14.18,0.89,0.0,468.0,207,235,26,44,50,6,560.0,0.13,0.0001,32255.0,,,,
2046,8000,975,1.5597,-0.0018,3.0528,5.323,0.0114,0.08,4.06,0.9,0.0,495.0,240,209,46,48,42,9,530.0,0.06,0.0001,32198.0,,,,
2047,8000,991,1.5783,0.0008,3.0833,5.325,0.0109,0.08,4.1,0.9,0.0,475.0,213,223,39,45,47,8,552.0,0.03,0.0001,32224.0,,,,
2048,8000,1007,1.6153,-0.0037,3.164,5.222,0.0092,0.07,6.01,0.9,0.0,508.0,253,234,21,50,46,4,516.0,0.02,0.0001,32255.0,,,,
2049,8000,1024,1.6101,-0.0039,3.1546,5.263,0.0101,0.07,4.5,0.91,0.0,543.0,288,235,20,53,43,4,483.0,0.01,0.0001,32209.0,481,2,29,94
2050,8000,1161,1.7058,0.0064,3.3231,5.045,0.0235,0.09,6.47,0.91,0.0,687.0,466,221,0,68,32,0,382.0,0.01,0.0001,4694.0,,,,
2051,8000,1177,1.4688,0.0464,2.7766,5.774,0.0107,0.08,2.39,0.9,0.0,238.0,167,71,0,70,30,0,1101.0,0.01,0.0001,32210.0,,,,
2052,8000,1193,1.4497,0.0193,2.7918,5.8,0.0104,0.07,2.4,0.88,0.0,238.0,155,83,0,65,35,0,1101.0,0.01,0.0001,32242.0,,,,
2053,8000,1210,1.6133,0.0178,3.1181,5.301,0.0095,0.08,2.86,0.87,0.0,524.0,335,175,14,64,33,3,500.0,0.04,0.0001,32221.0,,,,
2054,8000,1226,1.5594,0.0192,3.0087,5.408,0.0075,0.07,3.16,0.9,0.0,405.0,253,137,15,62,34,4,647.0,0.09,0.0001,32204.0,,,,
2055,8000,1242,1.6207,0.0083,3.1535,5.328,0.0089,0.07,3.26,0.89,0.0,528.0,316,170,42,60,32,8,496.0,0.04,0.0001,32208.0,,,,
2056,8000,1259,1.6905,0.003,3.2998,5.111,0.0118,0.08,3.51,0.88,0.0,641.0,317,315,9,49,49,1,409.0,0.03,0.0001,32214.0,,,,
2057,8000,1275,1.6843,0.0144,3.2653,5.145,0.0088,0.07,4.21,0.9,0.0,596.0,278,310,8,47,52,1,440.0,0.01,0.0001,32198.0,,,,
2058,8000,1292,1.6643,0.0257,3.2027,5.18,0.0071,0.06,5.61,0.91,0.0,542.0,280,259,3,52,48,1,484.0,0.01,0.0001,32222.0,,,,
2059,8000,1308,1.6057,0.0192,3.099,5.198,0.009,0.07,4.54,0.92,0.0,472.0,220,249,3,47,53,1,555.0,0.01,0.0001,32197.0,,,,
2060,8000,1324,1.6216,0.027,3.1153,5.174,0.0082,0.06,5.57,0.91,0.0,456.0,180,270,6,39,59,1,575.0,0.04,0.0001,32190.0,,,,
2061,8000,1341,1.66,0.014,3.2171,5.104,0.0081,0.06,6.47,0.9,0.0,505.0,194,292,19,38,58,4,519.0,0.07,0.0001,31061.0,,,,
2062,8000,1358,1.7069,0.0079,3.3207,4.904,0.0082,0.07,8.13,0.91,0.0,623.0,229,375,19,37,60,3,421.0,0.02,0.0001,32201.0,,,,
2063,8000,1374,1.7657,0.0122,3.4295,4.816,0.009,0.07,8.21,0.9,0.0,828.0,278,537,13,34,65,2,317.0,0.0,0.0001,32206.0,,,,
2064,8000,1390,1.8502,0.034,3.5544,4.678,0.0113,0.09,7.34,0.89,0.0,1030.0,448,575,7,43,56,1,255.0,0.01,0.0001,32235.0,,,,
2065,8000,1407,1.8337,0.0207,3.547,4.682,0.0068,0.07,9.5,0.9,0.0,812.0,367,444,1,45,55,0,323.0,0.0,0.0001,32196.0,,,,
2066,8000,1423,1.7837,0.0218,3.4462,4.806,0.0082,0.07,8.65,0.91,0.0,733.0,351,382,0,48,52,0,358.0,0.01,0.0001,32190.0,,,,
2067,8000,1439,1.7189,0.0372,3.2878,5.006,0.0079,0.07,8.4,0.91,0.0,593.0,307,283,3,52,48,1,442.0,0.02,0.0001,32268.0,,,,
2068,8000,1456,1.6999,0.0306,3.2632,5.025,0.0089,0.07,7.43,0.91,0.0,565.0,314,250,1,56,44,0,464.0,0.03,0.0001,32191.0,,,,
2069,8000,1472,1.7371,0.0499,3.2984,4.992,0.0101,0.08,7.38,0.91,0.0,602.0,325,275,2,54,46,0,435.0,0.04,0.0001,32169.0,,,,
2070,8000,1488,1.7507,0.0449,3.3348,4.933,0.0112,0.08,5.39,0.91,0.0,694.0,322,368,4,46,53,1,378.0,0.02,0.0001,32205.0,,,,
2071,8000,1505,1.7536,0.0485,3.3319,4.818,0.0123,0.09,7.24,0.92,0.0,664.0,324,336,4,49,51,1,395.0,0.02,0.0001,32210.0,,,,
2072,8000,1521,1.8247,0.0321,3.5061,4.706,0.0083,0.07,16.33,0.91,0.0,752.0,435,307,10,58,41,1,349.0,0.01,0.0001,32260.0,,,,
2073,8000,1537,1.7774,0.0282,3.4194,4.721,0.0103,0.08,14.77,0.93,0.0,766.0,451,300,15,59,39,2,342.0,0.01,0.0001,32278.0,,,,
2074,8000,1554,1.756,0.0244,3.3833,4.663,0.0108,0.08,8.77,0.93,0.0,757.0,418,329,10,55,43,1,346.0,0.01,0.0001,32194.0,,,,
2075,8000,1570,1.7942,0.0423,3.4234,4.638,0.0088,0.07,15.07,0.93,0.0,720.0,415,299,6,58,42,1,364.0,0.01,0.0001,32183.0,,,,
2076,8000,1586,1.7062,0.0327,3.2681,4.831,0.012,0.08,11.78,0.93,0.0,640.0,332,306,2,52,48,0,410.0,0.0,0.0001,32198.0,,,,
2077,8000,1603,1.7204,0.0187,3.3263,5.012,0.0067,0.05,45.05,0.93,0.0,482.0,225,255,2,47,53,0,544.0,0.01,0.0001,32205.0,,,,
2078,8000,1619,1.6433,0.0223,3.1668,5.223,0.0061,0.05,18.32,0.93,0.0,403.0,187,206,10,46,51,2,650.0,0.01,0.0001,32176.0,,,,
2079,8000,1635,1.6127,0.0187,3.1137,5.237,0.0115,0.07,7.88,0.92,0.0,502.0,259,238,5,52,47,1,522.0,0.02,0.0001,32169.0,,,,
2080,8000,1652,1.6453,0.0518,3.1132,5.28,0.0184,0.09,5.98,0.91,0.0,484.0,247,227,10,51,47,2,542.0,0.04,0.0001,32174.0,,,,
2081,8000,1669,1.6611,0.0326,3.1837,5.265,0.0164,0.09,4.06,0.85,0.0,550.0,256,277,17,47,50,3,477.0,0.05,0.0001,31066.0,,,,
2082,8000,1685,1.619,0.0351,3.0941,5.296,0.0183,0.08,3.45,0.85,0.0,530.0,197,304,29,37,57,5,495.0,0.06,0.0001,32185.0,,,,
2083,8000,1701,1.5903,0.0134,3.0804,5.199,0.0131,0.08,3.61,0.86,0.0,468.0,174,240,54,37,51,12,560.0,0.07,0.0001,32194.0,,,,
2084,8000,1718,1.6115,0.006,3.14,5.112,0.0127,0.08,4.55,0.85,0.0,508.0,186,269,53,37,53,10,516.0,0.02,0.0001,32278.0,,,,
2085,8000,1734,1.5578,0.0115,3.0234,5.233,0.0106,0.07,4.89,0.89,0.0,472.0,156,248,68,33,53,14,555.0,0.0,0.0001,32192.0,,,,
2086,8000,1750,1.6252,0.0153,3.1494,5.044,0.0118,0.08,4.25,0.88,0.0,575.0,174,324,77,30,56,13,456.0,0.0,0.0001,32180.0,,,,
2087,8000,1767,1.6027,0.0113,3.1128,5.056,0.0127,0.09,3.97,0.89,0.0,515.0,173,288,54,34,56,10,509.0,0.0,0.0001,32186.0,,,,
2088,8000,1783,1.602,0.0055,3.1257,5.088,0.0086,0.07,6.33,0.9,0.0,501.0,184,239,78,37,48,16,523.0,0.0,0.0001,32177.0,,,,
2089,8000,1800,1.5728,0.0112,3.0578,5.117,0.0094,0.08,6.31,0.9,0.0,490.0,186,223,81,38,46,17,535.0,0.0,0.0001,32192.0,,,,
2090,8000,1816,1.5073,0.0142,2.9221,5.294,0.0092,0.07,3.63,0.9,0.0,398.0,181,147,70,45,37,18,659.0,0.0,0.0001,32208.0,,,,
2091,8000,1832,1.4799,0.0127,2.8773,5.405,0.0062,0.05,9.93,0.9,0.0,347.0,155,103,89,45,30,26,755.0,0.0,0.0001,32190.0,,,,
2092,8000,1849,1.486,0.0211,2.8757,5.303,0.0108,0.07,4.56,0.92,0.0,410.0,196,125,89,48,30,22,639.0,0.01,0.0001,32194.0,,,,
2093,8000,1865,1.493,0.0278,2.881,5.306,0.0111,0.08,4.42,0.91,0.0,409.0,181,122,106,44,30,26,641.0,0.01,0.0001,32185.0,,,,
2094,8000,1881,1.4989,0.0378,2.8726,5.2,0.011,0.08,4.65,0.93,0.0,434.0,189,139,106,44,32,24,604.0,0.01,0.0001,32195.0,,,,
2095,8000,1898,1.4859,0.0261,2.8619,5.156,0.0091,0.07,5.73,0.93,0.0,415.0,169,171,75,41,41,18,632.0,0.03,0.0001,32201.0,,,,
2096,8000,1914,1.4519,0.0196,2.8173,5.33,0.01,0.07,4.86,0.93,0.0,369.0,156,120,93,42,33,25,710.0,0.05,0.0001,32259.0,,,,
2097,8000,1930,1.4545,0.0154,2.8325,5.347,0.01,0.07,4.44,0.93,0.0,401.0,170,131,100,42,33,25,654.0,0.05,0.0001,32186.0,,,,
2098,8000,1947,1.4676,0.0062,2.8726,5.316,0.01,0.07,5.32,0.92,0.0,431.0,168,163,100,39,38,23,608.0,0.06,0.0001,32193.0,,,,
2099,8000,1963,1.5118,-0.0015,2.9734,5.184,0.0089,0.07,4.97,0.92,0.0,441.0,208,142,91,47,32,21,594.0,0.07,0.0001,32198.0,340,1,171,66
2100,8000,2092,1.813,0.0102,3.5302,5.041,0.0134,0.09,3.22,0.81,0.0,878.0,522,356,0,59,41,0,299.0,0.0,0.0001,5037.0,,,,
2101,8000,2109,1.539,0.016,2.9763,5.698,0.0056,0.04,12.02,0.89,0.0,285.0,155,130,0,54,46,0,920.0,0.0,0.0001,30840.0,,,,
2102,8000,2126,1.4298,0.0042,2.7807,5.722,0.0076,0.05,4.83,0.92,0.0,181.0,91,90,0,50,50,0,1448.0,0.01,0.0001,31978.0,,,,
2103,8000,2142,1.4677,0.0122,2.8392,5.535,0.0087,0.06,7.86,0.92,0.0,316.0,101,111,104,32,35,33,830.0,0.01,0.0001,32024.0,,,,
2104,8000,2159,1.657,-0.0011,3.2542,5.115,0.0073,0.05,18.57,0.92,0.0,504.0,204,223,77,40,44,15,520.0,0.01,0.0001,31982.0,,,,
2105,8000,2175,1.7651,0.0301,3.4144,4.667,0.0066,0.06,22.58,0.93,0.0,671.0,257,280,134,38,42,20,391.0,0.01,0.0001,31968.0,,,,
2106,8000,2192,1.6288,0.0271,3.1281,4.684,0.007,0.07,12.78,0.95,0.0,495.0,277,185,33,56,37,7,530.0,0.01,0.0001,32000.0,,,,
2107,8000,2208,1.6472,0.0131,3.1926,4.863,0.0072,0.07,11.42,0.94,0.0,581.0,275,258,48,47,44,8,451.0,0.02,0.0001,31954.0,,,,
2108,8000,2225,1.6085,0.0093,3.1283,5.014,0.0087,0.07,7.52,0.94,0.0,584.0,260,272,52,45,47,9,449.0,0.0,0.0001,31963.0,,,,
2109,8000,2241,1.5911,0.0222,3.0645,5.044,0.0075,0.07,9.15,0.94,0.0,496.0,212,254,30,43,51,6,529.0,0.01,0.0001,31928.0,,,,
2110,8000,2257,1.5507,0.0168,2.9975,5.12,0.0093,0.07,6.94,0.94,0.0,429.0,187,189,53,44,44,12,611.0,0.01,0.0001,32001.0,,,,
2111,8000,2274,1.5616,0.0151,3.0268,5.107,0.009,0.07,7.67,0.94,0.0,470.0,224,166,80,48,35,17,558.0,0.01,0.0001,31973.0,,,,
2112,8000,2290,1.6731,0.0201,3.2381,4.924,0.0087,0.08,8.31,0.92,0.0,586.0,235,256,95,40,44,16,447.0,0.0,0.0001,31916.0,,,,
2113,8000,2307,1.6682,0.0031,3.2581,4.92,0.0084,0.08,7.65,0.93,0.0,577.0,237,267,73,41,46,13,454.0,0.0,0.0001,31986.0,,,,
2114,8000,2323,1.7348,0.0078,3.3782,4.813,0.0096,0.08,14.36,0.93,0.0,647.0,272,321,54,42,50,8,405.0,0.01,0.0001,32007.0,,,,
2115,8000,2340,1.6958,0.0056,3.3042,4.802,0.0087,0.07,13.35,0.94,0.0,597.0,268,289,40,45,48,7,439.0,0.01,0.0001,31911.0,,,,
2116,8000,2356,1.7064,-0.0104,3.36,4.736,0.0071,0.06,15.98,0.94,0.0,663.0,269,338,56,41,51,8,395.0,0.01,0.0001,31999.0,,,,
2117,8000,2373,1.7262,0.0036,3.3746,4.869,0.0079,0.07,22.03,0.94,0.0,694.0,313,319,62,45,46,9,378.0,0.0,0.0001,31930.0,,,,
2118,8000,2389,1.675,0.0151,3.2472,4.943,0.0102,0.08,8.73,0.95,0.0,661.0,295,321,45,45,49,7,397.0,0.0,0.0001,31919.0,,,,
2119,8000,2406,1.6159,0.013,3.1322,4.958,0.0088,0.07,8.69,0.95,0.0,574.0,279,265,30,49,46,5,457.0,0.0,0.0001,31998.0,,,,
2120,8000,2422,1.6333,0.0069,3.1862,5.101,0.0085,0.07,10.23,0.94,0.0,560.0,260,246,54,46,44,10,468.0,0.0,0.0001,31987.0,,,,
2121,8000,2439,1.6578,0.0135,3.2155,5.099,0.0117,0.08,8.66,0.93,0.0,522.0,246,228,48,47,44,9,502.0,0.01,0.0001,30797.0,,,,
2122,8000,2456,1.6503,0.0101,3.207,5.067,0.0104,0.07,8.66,0.93,0.0,527.0,208,252,67,39,48,13,497.0,0.01,0.0001,32005.0,,,,
2123,8000,2472,1.6183,0.0175,3.1275,5.031,0.0101,0.07,7.48,0.95,0.0,473.0,186,215,72,39,45,15,554.0,0.02,0.0001,32000.0,,,,
2124,8000,2488,1.6288,0.0131,3.1554,4.995,0.0062,0.05,14.7,0.95,0.0,472.0,177,241,54,38,51,11,555.0,0.01,0.0001,31928.0,,,,
2125,8000,2505,1.5896,0.0109,3.0825,5.06,0.0065,0.05,18.7,0.96,0.0,389.0,142,197,50,37,51,13,674.0,0.02,0.0001,31924.0,,,,
2126,8000,2521,1.4955,0.0028,2.9145,5.383,0.0053,0.04,18.12,0.97,0.0,299.0,97,142,60,32,47,20,877.0,0.01,0.0001,31945.0,,,,
2127,8000,2538,1.4048,-0.0037,2.7474,5.59,0.0083,0.05,11.66,0.97,0.0,234.0,83,101,50,35,43,21,1120.0,0.01,0.0001,31999.0,,,,
2128,8000,2554,1.4508,-0.0155,2.8653,5.784,0.0046,0.04,20.37,0.97,0.0,181.0,47,77,57,26,43,31,1448.0,0.01,0.0001,31942.0,,,,
2129,8000,2571,1.4634,-0.0096,2.8808,5.779,0.0038,0.03,21.01,0.97,0.0,208.0,49,67,92,24,32,44,1260.0,0.02,0.0001,31949.0,,,,
2130,8000,2587,1.4025,0.0003,2.743,5.707,0.0133,0.07,5.96,0.96,0.0,272.0,70,98,104,26,36,38,964.0,0.01,0.0001,31936.0,,,,
2131,8000,2604,1.4266,-0.0098,2.8139,5.708,0.0066,0.04,13.46,0.95,0.0,289.0,86,100,103,30,35,36,907.0,0.01,0.0001,31947.0,,,,
2132,8000,2620,1.403,-0.0107,2.7689,5.788,0.0078,0.04,12.13,0.96,0.0,249.0,68,94,87,27,38,35,1053.0,0.0,0.0001,31945.0,,,,
2133,8000,2637,1.4062,-0.02,2.7939,5.773,0.0047,0.03,31.04,0.97,0.0,207.0,62,60,85,30,29,41,1266.0,0.01,0.0001,31954.0,,,,
2134,8000,2653,1.3656,-0.0076,2.69,5.859,0.0096,0.04,6.94,0.97,0.0,220.0,52,68,100,24,31,45,1192.0,0.01,0.0001,32009.0,,,,
2135,8000,2670,1.4153,-0.014,2.8032,5.891,0.0069,0.04,15.81,0.97,0.0,246.0,60,85,101,24,35,41,1066.0,0.01,0.0001,31943.0,,,,
2136,8000,2686,1.376,0.011,2.6742,5.968,0.0153,0.06,3.96,0.96,0.0,253.0,94,55,104,37,22,41,1036.0,0.0,0.0001,31962.0,,,,
2137,8000,2703,1.4089,0.0078,2.7464,5.878,0.0129,0.06,3.48,0.94,0.0,277.0,88,81,108,32,29,39,946.0,0.01,0.0001,31959.0,,,,
2138,8000,2719,1.4645,0.0136,2.842,5.677,0.0125,0.08,4.33,0.93,0.0,338.0,140,102,96,41,30,28,776.0,0.01,0.0001,31943.0,,,,
2139,8000,2736,1.5125,0.0112,2.9397,5.529,0.0122,0.08,4.53,0.93,0.0,416.0,194,118,104,47,28,25,630.0,0.01,0.0001,31938.0,,,,
2140,8000,2752,1.5521,0.0073,3.0235,5.444,0.0112,0.07,8.12,0.92,0.0,421.0,204,145,72,48,34,17,623.0,0.01,0.0001,31940.0,,,,
2141,8000,2769,1.558,0.0086,3.0327,5.49,0.0116,0.08,4.34,0.91,0.0,429.0,176,173,80,41,40,19,611.0,0.02,0.0001,30802.0,,,,
2142,8000,2786,1.6433,0.0074,3.2027,5.308,0.0091,0.08,4.87,0.9,0.0,518.0,201,234,83,39,45,16,506.0,0.03,0.0001,31958.0,,,,
2143,8000,2802,1.7042,0.0048,3.3284,5.101,0.0109,0.09,3.89,0.88,0.0,724.0,332,308,84,46,43,12,362.0,0.05,0.0001,31994.0,,,,
2144,8000,2819,1.783,0.0086,3.4759,4.962,0.0109,0.09,3.31,0.87,0.0,942.0,471,404,67,50,43,7,278.0,0.03,0.0001,31961.0,,,,
2145,8000,2835,1.8477,-0.0113,3.6425,4.803,0.0119,0.1,3.39,0.88,0.0,1129.0,569,530,30,50,47,3,232.0,0.01,0.0001,32011.0,,,,
2146,8000,2852,1.8513,-0.0094,3.6458,4.825,0.0092,0.08,5.2,0.89,0.0,1145.0,588,536,21,51,47,2,229.0,0.01,0.0001,31930.0,,,,
2147,8000,2868,1.933,0.0518,3.687,4.722,0.0078,0.07,7.32,0.9,0.0,1168.0,554,590,24,47,51,2,224.0,0.01,0.0001,31916.0,,,,
2148,8000,2885,1.8806,0.0132,3.6566,4.591,0.0093,0.08,6.75,0.9,0.0,1088.0,527,552,9,48,51,1,241.0,0.01,0.0001,31909.0,,,,
2149,8000,2901,1.8146,-0.0215,3.5928,4.546,0.0075,0.07,6.57,0.92,0.0,997.0,455,538,4,46,54,0,263.0,0.01,0.0001,31933.0,84,7,421,16
2150,8000,2943,1.7783,-0.0041,3.4864,4.636,0.0085,0.08,7.59,0.93,0.0,823.0,377,439,7,46,53,1,319.0,0.01,0.0001,32061.0,,,,
2151,8000,2959,1.7272,-0.0189,3.4144,4.703,0.0075,0.07,12.46,0.95,0.0,713.0,323,376,14,45,53,2,368.0,0.01,0.0001,31963.0,,,,
2152,8000,2976,1.7001,0.0041,3.316,4.774,0.0088,0.07,6.5,0.95,0.0,692.0,309,359,24,45,52,3,379.0,0.01,0.0001,31996.0,,,,
2153,8000,2992,1.7252,0.0231,3.3272,4.806,0.0101,0.08,8.85,0.96,0.0,673.0,303,348,22,45,52,3,390.0,0.01,0.0001,32021.0,,,,
2154,8000,3008,1.7393,0.0221,3.3577,4.805,0.0079,0.07,7.06,0.94,0.0,706.0,317,370,19,45,52,3,371.0,0.02,0.0001,31955.0,,,,
2155,8000,3025,1.7481,-0.0088,3.4378,4.824,0.0086,0.07,9.23,0.94,0.0,741.0,354,364,23,48,49,3,354.0,0.02,0.0001,31987.0,,,,
2156,8000,3041,1.7656,0.012,3.4297,4.827,0.009,0.07,7.83,0.95,0.0,763.0,371,381,11,49,50,1,344.0,0.03,0.0001,31989.0,,,,
2157,8000,3058,1.7328,0.0221,3.3461,4.898,0.011,0.08,7.47,0.95,0.0,703.0,345,343,15,49,49,2,373.0,0.03,0.0001,31990.0,,,,
2158,8000,3074,1.7334,0.0033,3.3843,4.889,0.01,0.07,9.46,0.95,0.0,759.0,387,352,20,51,46,3,345.0,0.03,0.0001,31969.0,,,,
