iteration,total_iterations,elapsed_seconds,loss,pg_loss,vf_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,reward,episodes,wins,losses,draws,win_pct,loss_pct,draw_pct,episode_length,cities,lr,sps,eval_wins,eval_losses,eval_draws,eval_win_pct
2001,8000,228,1.7924,-0.0137,3.5354,4.927,0.0178,0.1,6.69,0.83,0.0,663.0,410,253,0,62,38,0,395.0,0.01,0.0001,2806.0,,,,
2002,8000,254,1.6772,-0.0142,3.3092,5.308,0.0113,0.09,3.96,0.87,0.0,567.0,298,269,0,53,47,0,462.0,0.02,0.0001,21523.0,,,,
2003,8000,271,1.7488,-0.0124,3.4452,5.013,0.0119,0.09,4.87,0.9,0.0,727.0,302,425,0,42,58,0,361.0,0.05,0.0001,31852.0,,,,
2004,8000,288,1.7986,0.004,3.5099,4.797,0.0112,0.09,4.63,0.91,0.0,1063.0,483,550,30,45,52,3,247.0,0.03,0.0001,31849.0,,,,
2005,8000,304,1.7934,0.0197,3.4683,4.781,0.0121,0.09,4.88,0.92,0.0,1100.0,600,480,20,55,44,2,238.0,0.01,0.0001,31838.0,,,,
2006,8000,321,1.686,-0.024,3.3405,4.813,0.011,0.08,8.58,0.93,0.0,850.0,426,419,5,50,49,1,308.0,0.01,0.0001,31845.0,,,,
2007,8000,337,1.5926,-0.0103,3.1273,4.974,0.0087,0.07,6.21,0.93,0.0,531.0,242,289,0,46,54,0,494.0,0.05,0.0001,31849.0,,,,
2008,8000,354,1.5742,-0.0091,3.0892,4.912,0.011,0.07,9.19,0.92,0.0,426.0,161,255,10,38,60,2,615.0,0.11,0.0001,31810.0,,,,
2009,8000,371,1.631,0.0091,3.1677,4.928,0.0113,0.09,5.13,0.83,0.0,558.0,191,353,14,34,63,3,470.0,0.09,0.0001,31793.0,,,,
2010,8000,387,1.8026,0.0362,3.4555,4.58,0.0181,0.11,3.2,0.81,0.0,790.0,325,434,31,41,55,4,332.0,0.07,0.0001,31805.0,,,,
2011,8000,404,1.8901,0.034,3.6324,4.43,0.0127,0.11,3.11,0.8,0.0,1106.0,562,531,13,51,48,1,237.0,0.05,0.0001,31841.0,,,,
2012,8000,420,1.841,0.0392,3.5244,4.559,0.013,0.11,4.05,0.83,0.0,1169.0,608,548,13,52,47,1,224.0,0.03,0.0001,31795.0,,,,
2013,8000,437,1.7434,-0.0226,3.4531,4.684,0.0116,0.1,3.39,0.85,0.0,977.0,541,431,5,55,44,1,268.0,0.02,0.0001,31792.0,,,,
2014,8000,453,1.7005,0.017,3.292,5.095,0.0105,0.09,3.1,0.88,0.0,661.0,325,332,4,49,50,1,397.0,0.02,0.0001,31812.0,,,,
2015,8000,470,1.6696,0.0158,3.2319,5.116,0.007,0.06,5.12,0.9,0.0,552.0,276,271,5,50,49,1,475.0,0.03,0.0001,31866.0,,,,
2016,8000,486,1.6662,0.0155,3.2249,4.96,0.0081,0.07,4.93,0.91,0.0,595.0,305,278,12,51,47,2,441.0,0.03,0.0001,31796.0,,,,
2017,8000,503,1.707,0.0138,3.3079,4.747,0.0088,0.07,4.84,0.92,0.0,719.0,394,302,23,55,42,3,365.0,0.01,0.0001,31805.0,,,,
2018,8000,519,1.7501,0.0138,3.3908,4.445,0.008,0.07,7.06,0.93,0.0,824.0,419,389,16,51,47,2,318.0,0.02,0.0001,31808.0,,,,
2019,8000,536,1.7767,0.0304,3.4105,4.447,0.0093,0.08,5.03,0.93,0.0,912.0,470,429,13,52,47,1,287.0,0.02,0.0001,31806.0,,,,
2020,8000,552,1.7546,0.034,3.36,4.548,0.0095,0.08,6.21,0.94,0.0,832.0,417,407,8,50,49,1,315.0,0.01,0.0001,31866.0,,,,
2021,8000,570,1.6944,0.006,3.2973,4.724,0.0094,0.08,6.43,0.93,0.0,664.0,354,306,4,53,46,1,395.0,0.01,0.0001,30671.0,,,,
2022,8000,586,1.6127,0.0073,3.136,5.262,0.0091,0.07,9.4,0.95,0.0,370.0,192,174,4,52,47,1,708.0,0.01,0.0001,31824.0,,,,
2023,8000,603,1.6022,0.0251,3.0782,5.083,0.01,0.08,5.2,0.94,0.0,373.0,158,207,8,42,55,2,703.0,0.02,0.0001,31818.0,,,,
2024,8000,619,1.6957,0.0177,3.277,4.688,0.0075,0.07,7.09,0.93,0.0,559.0,216,325,18,39,58,3,469.0,0.03,0.0001,31814.0,,,,
2025,8000,636,1.712,0.0109,3.3215,4.548,0.0101,0.08,6.87,0.92,0.0,733.0,270,393,70,37,54,10,358.0,0.02,0.0001,31891.0,,,,
2026,8000,652,1.7447,0.0191,3.3685,4.407,0.0106,0.09,5.96,0.92,0.0,783.0,334,412,37,43,53,5,335.0,0.01,0.0001,31791.0,,,,
2027,8000,669,1.7303,0.0161,3.3466,4.497,0.0103,0.09,5.55,0.93,0.0,750.0,341,392,17,45,52,2,350.0,0.0,0.0001,31878.0,,,,
2028,8000,685,1.7255,0.0168,3.3359,4.512,0.0113,0.09,7.24,0.92,0.0,744.0,358,366,20,48,49,3,352.0,0.0,0.0001,31816.0,,,,
2029,8000,702,1.7675,0.0169,3.4182,4.389,0.0128,0.1,5.23,0.92,0.0,829.0,400,396,33,48,48,4,316.0,0.01,0.0001,31831.0,,,,
2030,8000,718,1.788,0.0327,3.4266,4.281,0.012,0.1,6.56,0.92,0.0,814.0,365,424,25,45,52,3,322.0,0.01,0.0001,31811.0,,,,
2031,8000,735,1.7805,0.0463,3.3857,4.362,0.0115,0.09,4.95,0.92,0.0,745.0,355,373,17,48,50,2,352.0,0.01,0.0001,31818.0,,,,
2032,8000,752,1.7133,0.0206,3.3037,4.511,0.0093,0.08,5.57,0.92,0.0,634.0,304,311,19,48,49,3,413.0,0.02,0.0001,31878.0,,,,
2033,8000,768,1.6987,0.015,3.2856,4.525,0.0118,0.09,4.75,0.92,0.0,600.0,260,314,26,43,52,4,437.0,0.02,0.0001,31880.0,,,,
2034,8000,785,1.7509,0.0198,3.3801,4.431,0.0128,0.11,3.67,0.9,0.0,672.0,275,377,20,41,56,3,390.0,0.02,0.0001,31821.0,,,,
2035,8000,801,1.7475,0.0237,3.3664,4.435,0.0108,0.1,4.53,0.91,0.0,668.0,255,392,21,38,59,3,392.0,0.01,0.0001,31809.0,,,,
2036,8000,818,1.7207,0.0291,3.3038,4.589,0.0117,0.1,5.01,0.92,0.0,645.0,240,390,15,37,60,2,406.0,0.02,0.0001,31806.0,,,,
2037,8000,834,1.7161,0.025,3.3031,4.642,0.0112,0.09,5.44,0.92,0.0,633.0,233,389,11,37,61,2,414.0,0.04,0.0001,31873.0,,,,
2038,8000,851,1.7039,0.0303,3.2682,4.699,0.0102,0.09,3.47,0.92,0.0,547.0,244,296,7,45,54,1,479.0,0.05,0.0001,31795.0,,,,
2039,8000,867,1.7151,0.0208,3.3087,4.636,0.0106,0.09,4.17,0.91,0.0,598.0,288,306,4,48,51,1,438.0,0.05,0.0001,31805.0,,,,
2040,8000,884,1.7455,0.0228,3.3646,4.547,0.0125,0.1,4.46,0.9,0.0,641.0,361,275,5,56,43,1,409.0,0.05,0.0001,31802.0,,,,
2041,8000,901,1.7621,0.0271,3.3905,4.668,0.0122,0.09,4.6,0.88,0.0,747.0,334,409,4,45,55,1,351.0,0.03,0.0001,30700.0,,,,
2042,8000,918,1.73,0.0242,3.3337,4.897,0.0102,0.09,5.79,0.89,0.0,656.0,268,386,2,41,59,0,400.0,0.03,0.0001,31885.0,,,,
2043,8000,934,1.7224,0.0329,3.2981,4.629,0.0115,0.09,5.05,0.89,0.0,612.0,266,346,0,43,57,0,428.0,0.03,0.0001,31813.0,,,,
2044,8000,951,1.7856,0.0268,3.4361,4.475,0.0105,0.09,4.96,0.88,0.0,712.0,357,354,1,50,50,0,368.0,0.05,0.0001,31861.0,,,,
2045,8000,967,1.7828,0.0178,3.4465,4.326,0.0092,0.08,5.88,0.89,0.0,795.0,334,449,12,42,56,2,330.0,0.06,0.0001,31822.0,,,,
2046,8000,984,1.7309,0.0093,3.3596,4.402,0.0085,0.08,6.49,0.91,0.0,723.0,315,399,9,44,55,1,363.0,0.05,0.0001,31881.0,,,,
2047,8000,1000,1.7313,-0.0024,3.3843,4.38,0.0087,0.07,7.57,0.91,0.0,751.0,335,408,8,45,54,1,349.0,0.04,0.0001,31882.0,,,,
2048,8000,1017,1.7328,0.0016,3.3792,4.433,0.0082,0.07,8.97,0.91,0.0,688.0,278,406,4,40,59,1,381.0,0.04,0.0001,31807.0,,,,
2049,8000,1033,1.7,0.0061,3.3061,4.577,0.01,0.07,8.83,0.92,0.0,621.0,266,350,5,43,56,1,422.0,0.07,0.0001,31808.0,487,2,23,95
2050,8000,1170,1.9332,0.0046,3.7755,4.468,0.0182,0.11,4.94,0.84,0.0,1102.0,491,611,0,45,55,0,238.0,0.01,0.0001,4682.0,,,,
2051,8000,1187,1.7661,0.0414,3.3696,4.726,0.0123,0.1,8.57,0.86,0.0,742.0,438,304,0,59,41,0,353.0,0.01,0.0001,31846.0,,,,
2052,8000,1203,1.6916,0.0278,3.2514,5.14,0.0112,0.09,17.78,0.91,0.0,438.0,246,192,0,56,44,0,599.0,0.01,0.0001,31853.0,,,,
2053,8000,1220,1.6226,0.0157,3.1361,4.969,0.0153,0.1,3.65,0.92,0.0,485.0,276,196,13,57,40,3,541.0,0.01,0.0001,31833.0,,,,
2054,8000,1236,1.597,0.0014,3.1145,5.088,0.0119,0.09,3.77,0.92,0.0,496.0,286,210,0,58,42,0,529.0,0.0,0.0001,31832.0,,,,
2055,8000,1253,1.5421,0.0026,3.0047,5.193,0.0134,0.09,3.38,0.94,0.0,427.0,212,194,21,50,45,5,614.0,0.0,0.0001,31846.0,,,,
2056,8000,1270,1.5362,-0.0073,3.0126,5.104,0.0101,0.08,4.36,0.94,0.0,457.0,215,208,34,47,46,7,574.0,0.0,0.0001,31842.0,,,,
2057,8000,1286,1.5167,-0.007,2.9737,5.141,0.0085,0.07,5.63,0.94,0.0,439.0,206,194,39,47,44,9,597.0,0.0,0.0001,31869.0,,,,
2058,8000,1303,1.5488,-0.01,3.0434,4.996,0.009,0.07,8.1,0.94,0.0,482.0,216,184,82,45,38,17,544.0,0.0,0.0001,31839.0,,,,
2059,8000,1319,1.5863,-0.0128,3.1213,4.843,0.0098,0.07,10.92,0.94,0.0,594.0,276,261,57,46,44,10,441.0,0.0,0.0001,31846.0,,,,
2060,8000,1336,1.5879,-0.0172,3.1333,4.809,0.006,0.05,9.72,0.95,0.0,612.0,321,248,43,52,41,7,428.0,0.0,0.0001,31853.0,,,,
2061,8000,1353,1.721,-0.0387,3.4409,4.728,0.008,0.07,10.41,0.92,0.0,813.0,438,332,43,54,41,5,322.0,0.0,0.0001,30721.0,,,,
2062,8000,1369,1.699,-0.0544,3.4292,4.889,0.0097,0.07,5.05,0.93,0.0,895.0,508,357,30,57,40,3,293.0,0.0,0.0001,31843.0,,,,
2063,8000,1386,1.7382,-0.0006,3.4004,5.001,0.0114,0.08,8.68,0.94,0.0,711.0,405,296,10,57,42,1,369.0,0.0,0.0001,31846.0,,,,
2064,8000,1402,1.7613,0.0091,3.4263,4.84,0.01,0.08,6.31,0.94,0.0,835.0,413,398,24,49,48,3,314.0,0.01,0.0001,31856.0,,,,
2065,8000,1419,1.8427,0.0294,3.5471,4.686,0.0114,0.08,6.02,0.93,0.0,971.0,493,476,2,51,49,0,270.0,0.0,0.0001,31840.0,,,,
2066,8000,1435,1.8173,0.0072,3.5388,4.448,0.0123,0.1,4.28,0.92,0.0,1006.0,505,492,9,50,49,1,261.0,0.0,0.0001,31909.0,,,,
2067,8000,1452,1.7456,-0.0466,3.503,4.503,0.0097,0.08,6.65,0.93,0.0,1001.0,475,524,2,47,52,0,262.0,0.0,0.0001,31831.0,,,,
2068,8000,1468,1.7443,-0.026,3.4593,4.513,0.0106,0.09,6.93,0.94,0.0,937.0,419,514,4,45,55,0,280.0,0.0,0.0001,31831.0,,,,
2069,8000,1485,1.7725,0.0095,3.4442,4.48,0.0119,0.09,6.76,0.94,0.0,844.0,392,445,7,46,53,1,311.0,0.0,0.0001,31845.0,,,,
2070,8000,1501,1.7467,0.0099,3.3917,4.468,0.0109,0.09,7.83,0.94,0.0,739.0,351,385,3,47,52,0,355.0,0.0,0.0001,31821.0,,,,
2071,8000,1518,1.7275,0.0155,3.3422,4.525,0.0114,0.09,5.98,0.94,0.0,668.0,293,366,9,44,55,1,392.0,0.01,0.0001,31854.0,,,,
2072,8000,1535,1.6975,0.0017,3.3099,4.549,0.0124,0.09,6.26,0.93,0.0,663.0,299,352,12,45,53,2,395.0,0.02,0.0001,31904.0,,,,
2073,8000,1551,1.678,0.0046,3.267,4.684,0.0122,0.1,4.53,0.92,0.0,645.0,276,358,11,43,56,2,406.0,0.04,0.0001,31837.0,,,,
2074,8000,1568,1.5958,-0.0003,3.116,5.093,0.0058,0.06,12.28,0.92,0.0,417.0,168,224,25,40,54,6,629.0,0.03,0.0001,31856.0,,,,
2075,8000,1584,1.5055,-0.0036,2.9442,5.282,0.0101,0.08,4.58,0.94,0.0,326.0,126,176,24,39,54,7,804.0,0.02,0.0001,31907.0,,,,
2076,8000,1601,1.4782,-0.0062,2.8967,5.459,0.01,0.07,5.52,0.94,0.0,256.0,103,133,20,40,52,8,1024.0,0.01,0.0001,31840.0,,,,
2077,8000,1617,1.4927,-0.0187,2.9505,5.279,0.0119,0.09,3.88,0.93,0.0,386.0,163,163,60,42,42,16,679.0,0.01,0.0001,31907.0,,,,
2078,8000,1634,1.628,-0.0271,3.2349,4.96,0.0094,0.08,9.41,0.92,0.0,574.0,240,264,70,42,46,12,457.0,0.0,0.0001,31829.0,,,,
2079,8000,1650,1.6775,-0.0221,3.3212,4.742,0.0148,0.1,4.36,0.92,0.0,750.0,302,366,82,40,49,11,350.0,0.0,0.0001,31851.0,,,,
2080,8000,1667,1.7101,-0.0205,3.3835,4.695,0.0124,0.1,4.56,0.92,0.0,814.0,331,429,54,41,53,7,322.0,0.0,0.0001,31806.0,,,,
2081,8000,1684,1.7018,-0.0092,3.3428,4.809,0.0129,0.1,7.07,0.9,0.0,702.0,279,359,64,40,51,9,373.0,0.01,0.0001,30710.0,,,,
2082,8000,1701,1.7083,-0.0095,3.3584,4.924,0.0101,0.08,5.89,0.91,0.0,635.0,285,333,17,45,52,3,413.0,0.03,0.0001,31809.0,,,,
2083,8000,1717,1.7523,0.008,3.4088,4.648,0.0105,0.09,4.72,0.9,0.0,724.0,383,334,7,53,46,1,362.0,0.02,0.0001,31810.0,,,,
2084,8000,1734,1.8358,-0.0048,3.5995,4.405,0.0103,0.09,5.57,0.89,0.0,903.0,504,396,3,56,44,0,290.0,0.01,0.0001,31818.0,,,,
2085,8000,1750,1.8072,-0.0169,3.5663,4.405,0.0094,0.09,6.96,0.89,0.0,865.0,456,407,2,53,47,0,303.0,0.02,0.0001,31805.0,,,,
2086,8000,1767,1.741,-0.0267,3.455,4.539,0.0115,0.1,4.51,0.88,0.0,771.0,432,338,1,56,44,0,340.0,0.02,0.0001,31818.0,,,,
2087,8000,1783,1.7539,-0.0151,3.4585,4.626,0.009,0.08,6.75,0.87,0.0,728.0,394,332,2,54,46,0,360.0,0.05,0.0001,31816.0,,,,
2088,8000,1800,1.7887,0.0219,3.4539,4.57,0.0117,0.1,4.18,0.86,0.0,779.0,394,382,3,51,49,0,337.0,0.07,0.0001,31757.0,,,,
2089,8000,1816,1.8282,0.0203,3.535,4.49,0.0114,0.1,3.98,0.88,0.0,924.0,489,432,3,53,47,0,284.0,0.05,0.0001,31840.0,,,,
2090,8000,1833,1.8679,0.0269,3.6006,4.421,0.0129,0.1,4.36,0.9,0.0,1011.0,455,554,2,45,55,0,259.0,0.04,0.0001,31836.0,,,,
2091,8000,1849,1.8807,0.0176,3.6431,4.32,0.0093,0.08,10.3,0.92,0.0,1032.0,513,519,0,50,50,0,254.0,0.03,0.0001,31804.0,,,,
2092,8000,1866,1.8414,0.019,3.561,4.271,0.0084,0.07,7.33,0.93,0.0,1050.0,566,484,0,54,46,0,250.0,0.02,0.0001,31845.0,,,,
2093,8000,1882,1.8444,0.0071,3.5903,4.228,0.0108,0.08,11.46,0.93,0.0,1039.0,574,465,0,55,45,0,252.0,0.01,0.0001,31777.0,,,,
2094,8000,1899,1.846,-0.007,3.623,4.341,0.0073,0.07,12.99,0.93,0.0,971.0,509,462,0,52,48,0,270.0,0.01,0.0001,31799.0,,,,
2095,8000,1916,1.7774,0.0063,3.46,4.461,0.006,0.06,10.11,0.93,0.0,785.0,403,381,1,51,49,0,334.0,0.03,0.0001,31755.0,,,,
2096,8000,1932,1.7189,0.0086,3.3403,4.612,0.0094,0.08,6.25,0.93,0.0,722.0,378,342,2,52,47,0,363.0,0.02,0.0001,31783.0,,,,
2097,8000,1949,1.7181,0.0066,3.3441,4.746,0.007,0.07,7.67,0.93,0.0,666.0,312,353,1,47,53,0,394.0,0.03,0.0001,31766.0,,,,
2098,8000,1965,1.7643,0.0187,3.411,4.621,0.0141,0.1,6.09,0.92,0.0,808.0,364,443,1,45,55,0,324.0,0.02,0.0001,31751.0,,,,
2099,8000,1982,1.7698,0.0103,3.4381,4.532,0.0099,0.09,6.39,0.93,0.0,807.0,360,444,3,45,55,0,325.0,0.03,0.0001,31855.0,382,2,128,75
2100,8000,2111,1.9437,-0.0016,3.8085,4.466,0.0171,0.11,4.85,0.88,0.0,1066.0,591,475,0,55,45,0,246.0,0.01,0.0001,5025.0,,,,
2101,8000,2128,1.8148,0.0082,3.5304,4.497,0.0114,0.09,6.7,0.88,0.0,620.0,385,235,0,62,38,0,423.0,0.01,0.0001,30732.0,,,,
2102,8000,2145,1.736,0.0116,3.3668,4.498,0.0113,0.09,6.03,0.91,0.0,621.0,335,286,0,54,46,0,422.0,0.03,0.0001,31858.0,,,,
2103,8000,2161,1.7591,0.02,3.395,4.345,0.015,0.11,4.56,0.89,0.0,757.0,390,363,4,52,48,1,346.0,0.04,0.0001,31852.0,,,,
2104,8000,2178,1.7027,0.0027,3.3181,4.467,0.0088,0.08,6.61,0.92,0.0,798.0,452,346,0,57,43,0,329.0,0.03,0.0001,31871.0,,,,
2105,8000,2194,1.6908,-0.0051,3.3106,4.514,0.0121,0.1,4.69,0.93,0.0,768.0,433,335,0,56,44,0,341.0,0.01,0.0001,31841.0,,,,
2106,8000,2211,1.7763,0.011,3.4492,4.464,0.0122,0.1,4.73,0.91,0.0,894.0,493,400,1,55,45,0,293.0,0.01,0.0001,31825.0,,,,
2107,8000,2227,1.7479,0.0069,3.4023,4.655,0.0098,0.08,5.41,0.93,0.0,870.0,458,412,0,53,47,0,301.0,0.0,0.0001,31852.0,,,,
2108,8000,2244,1.7416,-0.0107,3.4251,4.655,0.0092,0.08,8.21,0.94,0.0,841.0,417,424,0,50,50,0,312.0,0.0,0.0001,31821.0,,,,
2109,8000,2260,1.7272,0.003,3.3701,4.756,0.0107,0.09,12.74,0.94,0.0,720.0,401,319,0,56,44,0,364.0,0.0,0.0001,31899.0,,,,
2110,8000,2277,1.61,-0.0062,3.1552,4.903,0.0101,0.09,3.75,0.94,0.0,551.0,314,237,0,57,43,0,476.0,0.01,0.0001,31851.0,,,,
2111,8000,2293,1.6681,0.001,3.254,4.591,0.012,0.1,3.74,0.92,0.0,559.0,307,251,1,55,45,0,469.0,0.02,0.0001,31823.0,,,,
2112,8000,2310,1.6776,0.0061,3.2632,4.605,0.013,0.11,2.71,0.92,0.0,547.0,238,307,2,44,56,0,479.0,0.03,0.0001,31855.0,,,,
2113,8000,2326,1.6441,0.004,3.2016,4.782,0.0108,0.09,3.01,0.93,0.0,521.0,253,267,1,49,51,0,503.0,0.04,0.0001,31899.0,,,,
2114,8000,2343,1.6461,0.001,3.2105,4.706,0.0109,0.09,3.16,0.92,0.0,551.0,263,288,0,48,52,0,476.0,0.03,0.0001,31831.0,,,,
2115,8000,2359,1.7016,-0.0013,3.3249,4.544,0.0105,0.09,3.23,0.92,0.0,583.0,265,318,0,45,55,0,450.0,0.03,0.0001,31841.0,,,,
2116,8000,2376,1.7051,0.0073,3.3148,4.566,0.0108,0.1,4.15,0.92,0.0,619.0,291,328,0,47,53,0,423.0,0.03,0.0001,31863.0,,,,
2117,8000,2392,1.7159,0.0154,3.32,4.55,0.009,0.08,3.84,0.93,0.0,605.0,265,339,1,44,56,0,433.0,0.03,0.0001,31850.0,,,,
2118,8000,2409,1.7059,0.0107,3.3083,4.48,0.0087,0.08,4.4,0.92,0.0,589.0,252,336,1,43,57,0,445.0,0.03,0.0001,31882.0,,,,
2119,8000,2426,1.7383,0.0173,3.3601,4.448,0.0075,0.07,7.31,0.93,0.0,618.0,286,329,3,46,53,0,424.0,0.01,0.0001,31851.0,,,,
2120,8000,2442,1.7611,0.008,3.4233,4.351,0.007,0.07,9.84,0.93,0.0,701.0,314,385,2,45,55,0,374.0,0.01,0.0001,31830.0,,,,
2121,8000,2459,1.7647,0.0291,3.3912,4.588,0.008,0.07,7.04,0.92,0.0,748.0,337,411,0,45,55,0,350.0,0.01,0.0001,30696.0,,,,
2122,8000,2476,1.7157,0.0339,3.2868,4.951,0.0087,0.07,5.13,0.9,0.0,631.0,277,352,2,44,56,0,415.0,0.02,0.0001,31803.0,,,,
2123,8000,2492,1.7596,0.0154,3.4093,4.701,0.0079,0.07,5.4,0.91,0.0,668.0,319,348,1,48,52,0,392.0,0.03,0.0001,31839.0,,,,
2124,8000,2509,1.7512,0.0203,3.382,4.619,0.0116,0.1,4.38,0.91,0.0,739.0,351,388,0,47,53,0,355.0,0.05,0.0001,31821.0,,,,
2125,8000,2525,1.7593,0.0314,3.376,4.594,0.0103,0.09,4.87,0.91,0.0,709.0,340,367,2,48,52,0,370.0,0.03,0.0001,31898.0,,,,
2126,8000,2542,1.7762,0.0393,3.3933,4.553,0.0103,0.1,4.16,0.92,0.0,738.0,367,371,0,50,50,0,355.0,0.02,0.0001,31816.0,,,,
2127,8000,2558,1.8383,0.0521,3.4903,4.351,0.0125,0.11,3.81,0.92,0.0,872.0,478,393,1,55,45,0,301.0,0.04,0.0001,31817.0,,,,
2128,8000,2575,1.8297,0.0211,3.5353,4.359,0.012,0.1,3.83,0.91,0.0,921.0,502,418,1,55,45,0,285.0,0.05,0.0001,31873.0,,,,
2129,8000,2591,1.8303,0.026,3.5271,4.402,0.0118,0.1,4.12,0.91,0.0,988.0,540,448,0,55,45,0,265.0,0.04,0.0001,31821.0,,,,
2130,8000,2608,1.7645,0.0187,3.4125,4.669,0.0081,0.07,7.21,0.92,0.0,775.0,446,328,1,58,42,0,338.0,0.02,0.0001,31835.0,,,,
2131,8000,2624,1.7792,0.0276,3.4239,4.641,0.0099,0.08,4.67,0.91,0.0,827.0,442,385,0,53,47,0,317.0,0.01,0.0001,31882.0,,,,
2132,8000,2641,1.7762,0.0295,3.4147,4.711,0.0093,0.08,5.33,0.91,0.0,785.0,443,342,0,56,44,0,334.0,0.01,0.0001,31825.0,,,,
2133,8000,2658,1.7255,0.0217,3.3297,4.789,0.0093,0.08,4.2,0.91,0.0,691.0,356,334,1,52,48,0,379.0,0.01,0.0001,31829.0,,,,
2134,8000,2674,1.7121,0.029,3.2877,4.758,0.0096,0.08,3.88,0.91,0.0,623.0,296,325,2,48,52,0,421.0,0.01,0.0001,31826.0,,,,
2135,8000,2691,1.7747,0.0262,3.4176,4.653,0.0106,0.09,7.16,0.89,0.0,694.0,331,359,4,48,52,1,378.0,0.02,0.0001,31847.0,,,,
2136,8000,2707,1.7711,0.0406,3.3819,4.64,0.0107,0.09,4.3,0.91,0.0,698.0,306,383,9,44,55,1,376.0,0.02,0.0001,31809.0,,,,
2137,8000,2724,1.7381,0.0409,3.3162,4.785,0.0111,0.09,3.32,0.92,0.0,743.0,359,383,1,48,52,0,353.0,0.01,0.0001,31814.0,,,,
2138,8000,2740,1.7719,0.0427,3.3799,4.765,0.0111,0.09,3.8,0.91,0.0,823.0,392,431,0,48,52,0,319.0,0.01,0.0001,31816.0,,,,
2139,8000,2757,1.7767,0.0419,3.3913,4.792,0.0109,0.09,4.01,0.91,0.0,832.0,397,434,1,48,52,0,315.0,0.03,0.0001,31879.0,,,,
2140,8000,2773,1.827,0.0365,3.5009,4.587,0.0102,0.09,3.84,0.9,0.0,978.0,459,519,0,47,53,0,268.0,0.05,0.0001,31828.0,,,,
2141,8000,2790,1.8382,0.0223,3.5508,4.491,0.0119,0.09,3.65,0.9,0.0,877.0,438,439,0,50,50,0,299.0,0.08,0.0001,30775.0,,,,
2142,8000,2807,1.79,0.014,3.4721,4.594,0.0101,0.09,5.0,0.91,0.0,797.0,394,402,1,49,50,0,329.0,0.09,0.0001,31845.0,,,,
2143,8000,2823,1.749,0.0339,3.3505,4.641,0.0091,0.08,5.21,0.9,0.0,652.0,301,347,4,46,53,1,402.0,0.07,0.0001,31850.0,,,,
2144,8000,2840,1.7036,0.0334,3.2613,4.711,0.013,0.08,5.22,0.92,0.0,591.0,292,293,6,49,50,1,444.0,0.06,0.0001,31843.0,,,,
2145,8000,2857,1.7096,0.0423,3.2552,4.74,0.007,0.06,7.34,0.93,0.0,577.0,285,286,6,49,50,1,454.0,0.04,0.0001,31855.0,,,,
2146,8000,2873,1.7267,0.039,3.2969,4.75,0.0084,0.07,8.96,0.93,0.0,638.0,298,325,15,47,51,2,411.0,0.02,0.0001,31851.0,,,,
2147,8000,2890,1.6846,0.0324,3.2258,4.711,0.0084,0.07,7.92,0.94,0.0,619.0,323,277,19,52,45,3,423.0,0.01,0.0001,31853.0,,,,
2148,8000,2906,1.6924,0.0287,3.2492,4.675,0.0093,0.07,7.87,0.94,0.0,655.0,346,279,30,53,43,5,400.0,0.01,0.0001,31836.0,,,,
2149,8000,2923,1.6844,0.0329,3.2257,4.647,0.0123,0.08,4.63,0.94,0.0,673.0,352,286,35,52,42,5,390.0,0.01,0.0001,31816.0,239,2,271,47
2150,8000,2964,1.7028,0.0227,3.2833,4.661,0.0076,0.07,7.8,0.94,0.0,631.0,324,268,39,51,42,6,415.0,0.01,0.0001,31974.0,,,,
2151,8000,2981,1.6951,0.027,3.2558,4.533,0.0105,0.08,7.58,0.94,0.0,588.0,295,277,16,50,47,3,446.0,0.01,0.0001,31848.0,,,,
2152,8000,2997,1.7022,0.0259,3.2718,4.552,0.0094,0.07,7.28,0.94,0.0,636.0,326,303,7,51,48,1,412.0,0.01,0.0001,31896.0,,,,
2153,8000,3014,1.6623,0.0281,3.1893,4.721,0.0101,0.07,7.35,0.95,0.0,563.0,271,283,9,48,50,2,466.0,0.01,0.0001,31851.0,,,,
2154,8000,3030,1.6505,0.0209,3.1807,4.763,0.0113,0.08,6.28,0.95,0.0,575.0,291,268,16,51,47,3,456.0,0.02,0.0001,31829.0,,,,
2155,8000,3047,1.6847,0.0149,3.2604,4.726,0.0086,0.07,9.54,0.94,0.0,557.0,276,269,12,50,48,2,471.0,0.02,0.0001,31860.0,,,,
2156,8000,3063,1.7132,0.0111,3.3252,4.632,0.0104,0.08,9.07,0.94,0.0,632.0,284,328,20,45,52,3,415.0,0.02,0.0001,31890.0,,,,
2157,8000,3080,1.6713,0.0132,3.2374,4.669,0.012,0.09,6.0,0.94,0.0,587.0,248,323,16,42,55,3,447.0,0.02,0.0001,31849.0,,,,
2158,8000,3096,1.6138,0.0043,3.1418,4.84,0.0121,0.08,5.89,0.95,0.0,541.0,184,338,19,34,62,4,485.0,0.02,0.0001,31853.0,,,,
2159,8000,3113,1.6003,0.002,3.1201,4.99,0.01,0.06,7.41,0.94,0.0,449.0,159,272,18,35,61,4,584.0,0.02,0.0001,31846.0,,,,
2160,8000,3129,1.5362,-0.0067,3.0106,5.099,0.0136,0.08,6.06,0.95,0.0,405.0,126,242,37,31,60,9,647.0,0.02,0.0001,31844.0,,,,
